,Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,year,month,day
2206,102206,4271,2023-04-02,Online,Walmart,Travel,1204.92,UPI,Approved,East Darlene,2023,4,2
2207,102207,4401,2023-04-02,Online,Amazon,Entertainment,2733.34,UPI,Approved,East Christopherburgh,2023,4,2
2213,102213,3392,2023-04-03,Online,Walmart,Travel,4656.56,Credit Card,Approved,Johnsonberg,2023,4,3
2220,102220,4774,2023-04-03,Online,Uber,Entertainment,2938.79,UPI,Approved,Smithland,2023,4,3
2221,102221,4313,2023-04-03,Online,Uber,Travel,3412.67,PayPal,Approved,Grimesstad,2023,4,3
2225,102225,1314,2023-04-03,Online,Target,Dining,3706.08,UPI,Approved,Collinsburgh,2023,4,3
2227,102227,1385,2023-04-03,Online,Amazon,Clothing,1322.22,PayPal,Approved,Elizabethland,2023,4,3
2231,102231,3709,2023-04-03,Online,Target,Entertainment,4820.18,PayPal,Approved,North Christopher,2023,4,3
2244,102244,2858,2023-04-04,Online,BestBuy,Groceries,2699.08,Debit Card,Approved,New Robertton,2023,4,4
2246,102246,1973,2023-04-04,Online,Uber,Dining,4799.67,UPI,Approved,West Erikfurt,2023,4,4
2251,102251,3829,2023-04-04,Online,Apple Store,Electronics,4179.47,Credit Card,Pending,Andersonborough,2023,4,4
2258,102258,2907,2023-04-05,Online,Apple Store,Electronics,1320.12,UPI,Approved,Roseberg,2023,4,5
2259,102259,3615,2023-04-05,Online,Amazon,Groceries,3663.42,UPI,Approved,Smithbury,2023,4,5
2269,102269,4008,2023-04-05,Online,BestBuy,Electronics,4198.34,UPI,Approved,Wilsonview,2023,4,5
2270,102270,3949,2023-04-05,Online,Amazon,Clothing,3355.59,Debit Card,Approved,Christinamouth,2023,4,5
2271,102271,4243,2023-04-05,Online,Walmart,Dining,3167.93,Debit Card,Approved,Kevinland,2023,4,5
2272,102272,4722,2023-04-05,Online,Netflix,Electronics,4636.14,PayPal,Approved,West Nancy,2023,4,5
2273,102273,4743,2023-04-05,Online,Uber,Travel,2808.32,PayPal,Approved,Lake Christine,2023,4,5
2277,102277,1022,2023-04-05,Online,Netflix,Groceries,1122.63,UPI,Approved,East Elizabethburgh,2023,4,5
2279,102279,1105,2023-04-05,Online,Amazon,Dining,2055.91,UPI,Declined,South Jessica,2023,4,5
2281,102281,2691,2023-04-06,Online,Amazon,Clothing,2089.39,Debit Card,Approved,Olsenmouth,2023,4,6
2282,102282,4996,2023-04-06,Online,Amazon,Electronics,4557.89,Debit Card,Pending,West Sandra,2023,4,6
2292,102292,1906,2023-04-06,Online,Apple Store,Clothing,4642.28,PayPal,Approved,Lake Jose,2023,4,6
2295,102295,2364,2023-04-06,Online,BestBuy,Entertainment,1528.29,UPI,Approved,Lake Marisa,2023,4,6
2300,102300,1993,2023-04-06,Online,Target,Dining,3234.45,PayPal,Approved,Lake Brandonview,2023,4,6
2305,102305,2441,2023-04-07,Online,Netflix,Clothing,3981.68,UPI,Declined,Zacharystad,2023,4,7
2306,102306,1888,2023-04-07,Online,Netflix,Dining,1483.01,UPI,Approved,Parkmouth,2023,4,7
2308,102308,1818,2023-04-07,Online,Amazon,Clothing,4854.58,Debit Card,Approved,Hernandeztown,2023,4,7
2310,102310,3823,2023-04-07,Online,Apple Store,Entertainment,4031.83,PayPal,Approved,West Chad,2023,4,7
2314,102314,1903,2023-04-07,Online,Uber,Electronics,4845.3,PayPal,Approved,Port Catherine,2023,4,7
2320,102320,2128,2023-04-07,Online,Walmart,Dining,1800.84,PayPal,Approved,East Jonathan,2023,4,7
2326,102326,3591,2023-04-07,Online,Walmart,Electronics,3053.87,PayPal,Approved,East Ryan,2023,4,7
2329,102329,3919,2023-04-08,Online,BestBuy,Travel,2811.41,Debit Card,Approved,Kennethhaven,2023,4,8
2330,102330,2506,2023-04-08,Online,BestBuy,Clothing,3543.19,Credit Card,Approved,Lake Amy,2023,4,8
2336,102336,4290,2023-04-08,Online,Uber,Travel,3718.26,UPI,Declined,Port Russellfurt,2023,4,8
2345,102345,1337,2023-04-08,Online,BestBuy,Travel,3290.72,UPI,Approved,West Susanland,2023,4,8
2346,102346,4102,2023-04-08,Online,Walmart,Dining,4678.16,UPI,Approved,New Kevinbury,2023,4,8
2350,102350,4595,2023-04-08,Online,BestBuy,Entertainment,1664.79,PayPal,Approved,Marcland,2023,4,8
2351,102351,1109,2023-04-08,Online,Walmart,Travel,4026.59,Debit Card,Approved,Port Lauratown,2023,4,8
2352,102352,2306,2023-04-09,Online,BestBuy,Clothing,3913.57,UPI,Declined,Lake Joseton,2023,4,9
2354,102354,2285,2023-04-09,Online,Walmart,Dining,4576.88,Credit Card,Approved,Mckinneyton,2023,4,9
2356,102356,1121,2023-04-09,Online,Uber,Groceries,4018.7,UPI,Approved,New Cherylland,2023,4,9
2358,102358,3181,2023-04-09,Online,Amazon,Dining,4298.88,UPI,Approved,Cartermouth,2023,4,9
2362,102362,4628,2023-04-09,Online,BestBuy,Dining,4148.95,Credit Card,Approved,Port Carolyn,2023,4,9
2365,102365,3802,2023-04-09,Online,BestBuy,Dining,4104.57,PayPal,Pending,Port Hannahville,2023,4,9
2368,102368,3061,2023-04-09,Online,Target,Groceries,4569.26,Debit Card,Approved,Tonyahaven,2023,4,9
2393,102393,3670,2023-04-10,Online,Walmart,Entertainment,2296.49,Debit Card,Approved,Longfurt,2023,4,10
2394,102394,2407,2023-04-10,Online,Uber,Travel,2577.27,UPI,Approved,Paulaberg,2023,4,10
2396,102396,3854,2023-04-10,Online,BestBuy,Travel,2250.96,UPI,Pending,South Robertburgh,2023,4,10
2401,102401,2942,2023-04-11,Online,Netflix,Dining,4982.44,PayPal,Pending,Jamesburgh,2023,4,11
2410,102410,4816,2023-04-11,Online,BestBuy,Electronics,2567.49,UPI,Approved,South Walter,2023,4,11
2420,102420,4692,2023-04-11,Online,Apple Store,Groceries,1772.18,Credit Card,Approved,Michelestad,2023,4,11
2422,102422,1117,2023-04-11,Online,Uber,Dining,4634.63,Credit Card,Approved,South Steven,2023,4,11
2429,102429,4520,2023-04-12,Online,Uber,Groceries,4510.35,Credit Card,Approved,South Christopherview,2023,4,12
2431,102431,2167,2023-04-12,Online,Walmart,Dining,1960.08,Credit Card,Approved,Aliciaborough,2023,4,12
2434,102434,1874,2023-04-12,Online,Walmart,Electronics,2812.61,Debit Card,Approved,Teresafurt,2023,4,12
2435,102435,3737,2023-04-12,Online,Apple Store,Travel,2965.13,Credit Card,Declined,Marcusmouth,2023,4,12
2447,102447,2331,2023-04-12,Online,Target,Dining,3652.34,PayPal,Approved,East Tamara,2023,4,12
2448,102448,3676,2023-04-13,Online,Apple Store,Entertainment,3207.17,PayPal,Approved,Lake Sarahland,2023,4,13
2459,102459,4492,2023-04-13,Online,Apple Store,Groceries,2686.82,UPI,Approved,Isaacville,2023,4,13
2463,102463,1868,2023-04-13,Online,Target,Electronics,2469.52,Credit Card,Approved,Garnermouth,2023,4,13
2466,102466,1204,2023-04-13,Online,Uber,Travel,4599.65,Credit Card,Declined,East Charles,2023,4,13
2484,102484,4116,2023-04-14,Online,Target,Entertainment,4088.47,UPI,Approved,Lake Maryport,2023,4,14
2491,102491,4162,2023-04-14,Online,Walmart,Dining,2556.67,PayPal,Approved,New Ashley,2023,4,14
2493,102493,1288,2023-04-14,Online,Walmart,Travel,1428.02,Credit Card,Approved,Jamiefurt,2023,4,14
2495,102495,4885,2023-04-14,Online,Amazon,Clothing,3571.47,Debit Card,Approved,Ayalashire,2023,4,14
2497,102497,3131,2023-04-15,Online,Uber,Dining,3011.68,Debit Card,Approved,New John,2023,4,15
2517,102517,2277,2023-04-15,Online,Netflix,Clothing,3275.21,PayPal,Declined,Michellestad,2023,4,15
2519,102519,3824,2023-04-15,Online,Apple Store,Entertainment,3904.01,PayPal,Approved,West Nicoleton,2023,4,15
2538,102538,2296,2023-04-16,Online,Walmart,Dining,1344.3,Credit Card,Approved,Murphybury,2023,4,16
2544,102544,4596,2023-04-17,Online,Netflix,Electronics,2865.75,UPI,Approved,East Michelle,2023,4,17
2545,102545,3866,2023-04-17,Online,Walmart,Clothing,2626.57,UPI,Approved,West Frank,2023,4,17
2549,102549,1950,2023-04-17,Online,Target,Electronics,3826.25,Debit Card,Approved,East Katherineborough,2023,4,17
2557,102557,3722,2023-04-17,Online,Apple Store,Entertainment,1947.52,Debit Card,Approved,Jefferyshire,2023,4,17
2558,102558,3046,2023-04-17,Online,BestBuy,Groceries,4304.46,UPI,Approved,North Lauratown,2023,4,17
2566,102566,1919,2023-04-17,Online,Target,Groceries,4656.74,Credit Card,Approved,Robbinschester,2023,4,17
2581,102581,1776,2023-04-18,Online,Target,Travel,2814.07,Debit Card,Approved,Jamesfurt,2023,4,18
2582,102582,1459,2023-04-18,Online,Walmart,Entertainment,1721.43,Debit Card,Approved,Clineville,2023,4,18
2587,102587,2156,2023-04-18,Online,Amazon,Entertainment,3419.56,Debit Card,Declined,Jenniferside,2023,4,18
2588,102588,1776,2023-04-18,Online,Apple Store,Dining,3684.87,PayPal,Approved,New Jeffreyside,2023,4,18
2589,102589,2675,2023-04-18,Online,Netflix,Clothing,3467.22,Credit Card,Approved,Martinview,2023,4,18
2590,102590,3142,2023-04-18,Online,Walmart,Electronics,4440.25,Debit Card,Approved,North Jacobstad,2023,4,18
2591,102591,3163,2023-04-18,Online,Walmart,Travel,4174.56,Credit Card,Approved,Leahside,2023,4,18
2592,102592,1000,2023-04-19,Online,Amazon,Electronics,3324.12,UPI,Declined,West Joshua,2023,4,19
2594,102594,3386,2023-04-19,Online,Walmart,Clothing,2541.8,Debit Card,Approved,East Gregory,2023,4,19
2597,102597,4367,2023-04-19,Online,Target,Travel,1518.16,Debit Card,Approved,Katrinafort,2023,4,19
2608,102608,3156,2023-04-19,Online,Walmart,Groceries,3655.03,Debit Card,Pending,Lake Rachel,2023,4,19
2610,102610,2460,2023-04-19,Online,Amazon,Dining,1139.43,PayPal,Approved,Coxland,2023,4,19
2611,102611,3072,2023-04-19,Online,Apple Store,Electronics,1986.03,UPI,Approved,Amyfurt,2023,4,19
2619,102619,2659,2023-04-20,Online,Target,Entertainment,1849.02,Credit Card,Approved,West Ryan,2023,4,20
2623,102623,1809,2023-04-20,Online,Apple Store,Entertainment,4128.78,Debit Card,Approved,North Andres,2023,4,20
2639,102639,4566,2023-04-20,Online,Apple Store,Entertainment,1069.34,PayPal,Approved,South Barbaraville,2023,4,20
2645,102645,2970,2023-04-21,Online,Amazon,Clothing,1846.73,UPI,Approved,South Kimberlyfort,2023,4,21
2646,102646,3569,2023-04-21,Online,Uber,Travel,2055.16,PayPal,Approved,Cherylmouth,2023,4,21
2663,102663,2394,2023-04-21,Online,Uber,Dining,4389.03,UPI,Approved,Alyssaville,2023,4,21
2668,102668,1042,2023-04-22,Online,BestBuy,Electronics,1391.39,Debit Card,Approved,Melindaberg,2023,4,22
2671,102671,2591,2023-04-22,Online,Apple Store,Entertainment,4133.7,Credit Card,Approved,Robinsonburgh,2023,4,22
2675,102675,3132,2023-04-22,Online,Apple Store,Groceries,4223.29,PayPal,Approved,Lake William,2023,4,22
2686,102686,2381,2023-04-22,Online,BestBuy,Entertainment,1972.11,UPI,Approved,New Aliciaborough,2023,4,22
2693,102693,4035,2023-04-23,Online,Walmart,Travel,4944.5,Credit Card,Pending,Parkerborough,2023,4,23
2694,102694,3365,2023-04-23,Online,Walmart,Clothing,3791.57,Debit Card,Approved,West Brent,2023,4,23
2696,102696,2566,2023-04-23,Online,Walmart,Travel,2701.59,PayPal,Approved,Garcialand,2023,4,23
2712,102712,1640,2023-04-24,Online,Walmart,Clothing,1157.25,PayPal,Approved,New Tonyashire,2023,4,24
2715,102715,1276,2023-04-24,Online,Uber,Entertainment,2920.26,Credit Card,Approved,North Ashleyside,2023,4,24
2718,102718,3829,2023-04-24,Online,Netflix,Electronics,1771.81,Debit Card,Approved,West Stacyport,2023,4,24
2719,102719,4881,2023-04-24,Online,BestBuy,Clothing,4857.58,Credit Card,Approved,Johnsonport,2023,4,24
2723,102723,1791,2023-04-24,Online,Apple Store,Entertainment,3400.17,Debit Card,Approved,North Jackie,2023,4,24
2726,102726,4281,2023-04-24,Online,Uber,Groceries,4959.17,Credit Card,Approved,Darlenefurt,2023,4,24
2728,102728,1317,2023-04-24,Online,Amazon,Dining,1148.75,PayPal,Approved,Sheltonland,2023,4,24
2731,102731,3778,2023-04-24,Online,Uber,Electronics,2110.64,Credit Card,Approved,Kristenport,2023,4,24
2733,102733,3384,2023-04-24,Online,Uber,Travel,2191.35,Credit Card,Approved,Reynoldschester,2023,4,24
2737,102737,2243,2023-04-25,Online,Target,Clothing,4764.36,Credit Card,Approved,Seanport,2023,4,25
2747,102747,1307,2023-04-25,Online,Apple Store,Entertainment,4901.09,PayPal,Approved,Skinnermouth,2023,4,25
2756,102756,2813,2023-04-25,Online,BestBuy,Dining,1180.15,PayPal,Approved,Juliaton,2023,4,25
2767,102767,1708,2023-04-26,Online,Apple Store,Electronics,1332.27,UPI,Declined,North Paul,2023,4,26
2771,102771,2604,2023-04-26,Online,Apple Store,Entertainment,1650.95,PayPal,Approved,Brendashire,2023,4,26
2774,102774,1943,2023-04-26,Online,BestBuy,Entertainment,4093.44,Debit Card,Declined,Port Autumntown,2023,4,26
2778,102778,3387,2023-04-26,Online,Amazon,Travel,4490.56,Credit Card,Declined,Kristinaland,2023,4,26
2779,102779,4297,2023-04-26,Online,Netflix,Clothing,2464.87,UPI,Declined,North Rossborough,2023,4,26
2782,102782,3967,2023-04-26,Online,Amazon,Electronics,3262.51,PayPal,Approved,New Stacey,2023,4,26
2789,102789,2171,2023-04-27,Online,Target,Electronics,3287.82,UPI,Approved,North Tina,2023,4,27
2796,102796,2495,2023-04-27,Online,Apple Store,Electronics,2055.58,Debit Card,Approved,Smithton,2023,4,27
2800,102800,3481,2023-04-27,Online,Target,Electronics,2486.58,PayPal,Approved,Millerside,2023,4,27
2804,102804,3513,2023-04-27,Online,Amazon,Electronics,4413.09,Credit Card,Approved,Bradleystad,2023,4,27
2810,102810,3540,2023-04-28,Online,BestBuy,Entertainment,3313.3,Credit Card,Approved,Port Jessicafurt,2023,4,28
2817,102817,2754,2023-04-28,Online,Amazon,Dining,4314.5,UPI,Declined,Port Valeriebury,2023,4,28
2819,102819,3454,2023-04-28,Online,Amazon,Dining,3212.93,UPI,Approved,West Elizabethview,2023,4,28
2820,102820,2664,2023-04-28,Online,Uber,Electronics,3600.0,Debit Card,Approved,Jordantown,2023,4,28
2822,102822,4453,2023-04-28,Online,Amazon,Electronics,3107.17,UPI,Pending,North Erica,2023,4,28
2832,102832,2963,2023-04-29,Online,Amazon,Entertainment,4034.9,Debit Card,Approved,Michaelchester,2023,4,29
2835,102835,3056,2023-04-29,Online,BestBuy,Clothing,2038.44,PayPal,Approved,Port Thomas,2023,4,29
2839,102839,2538,2023-04-29,Online,Amazon,Dining,3530.77,PayPal,Approved,New Pamelaland,2023,4,29
2851,102851,2462,2023-04-29,Online,BestBuy,Dining,1974.08,UPI,Declined,Rodgersbury,2023,4,29
2858,102858,1028,2023-04-30,Online,Walmart,Entertainment,4790.14,Debit Card,Approved,Gutierrezland,2023,4,30
2862,102862,4216,2023-04-30,Online,Amazon,Entertainment,2932.2,PayPal,Approved,Castroton,2023,4,30
2864,102864,4654,2023-04-30,Online,Target,Entertainment,2747.33,Credit Card,Declined,South Edwardberg,2023,4,30
2875,102875,3519,2023-04-30,Online,Target,Clothing,4532.29,Debit Card,Approved,Laurenbury,2023,4,30
2877,102877,4746,2023-04-30,Online,Apple Store,Entertainment,2515.65,Debit Card,Approved,Michaelfort,2023,4,30
2878,102878,4227,2023-04-30,Online,BestBuy,Dining,3959.19,UPI,Declined,Cummingsborough,2023,4,30
2880,102880,2957,2023-05-01,Online,Uber,Dining,3947.75,PayPal,Approved,Ericburgh,2023,5,1
2884,102884,3735,2023-05-01,Online,Apple Store,Electronics,1415.8,Debit Card,Approved,West Amanda,2023,5,1
2886,102886,4056,2023-05-01,Online,Netflix,Dining,2401.19,Debit Card,Approved,North Michaeltown,2023,5,1
2888,102888,1410,2023-05-01,Online,Apple Store,Dining,3166.64,Debit Card,Approved,Port Christopher,2023,5,1
2891,102891,1638,2023-05-01,Online,Walmart,Dining,1269.26,Credit Card,Approved,Lake Catherineburgh,2023,5,1
2897,102897,3978,2023-05-01,Online,Netflix,Travel,1645.18,Credit Card,Approved,South Katrina,2023,5,1
2901,102901,3003,2023-05-01,Online,Amazon,Entertainment,3507.46,Credit Card,Approved,South Amanda,2023,5,1
2902,102902,4202,2023-05-01,Online,BestBuy,Entertainment,2435.09,PayPal,Approved,West Justinton,2023,5,1
2903,102903,2692,2023-05-01,Online,Amazon,Dining,4264.23,Credit Card,Approved,East Connie,2023,5,1
2905,102905,4090,2023-05-02,Online,Target,Clothing,2907.78,PayPal,Approved,West Jeremyhaven,2023,5,2
2910,102910,1406,2023-05-02,Online,Target,Clothing,4592.88,PayPal,Approved,South Markchester,2023,5,2
2913,102913,2795,2023-05-02,Online,Amazon,Entertainment,2100.45,PayPal,Approved,Lake Jenniferchester,2023,5,2
2920,102920,3596,2023-05-02,Online,Uber,Groceries,2343.94,Credit Card,Approved,Lake Kevin,2023,5,2
2922,102922,4213,2023-05-02,Online,Uber,Clothing,4525.6,UPI,Approved,Banksberg,2023,5,2
2927,102927,4636,2023-05-02,Online,Uber,Groceries,1459.62,PayPal,Approved,East Ricardoborough,2023,5,2
2929,102929,1630,2023-05-03,Online,Amazon,Dining,4283.89,Debit Card,Approved,Jacksonfurt,2023,5,3
2936,102936,3047,2023-05-03,Online,Netflix,Groceries,3108.4,UPI,Approved,Bruceland,2023,5,3
2943,102943,1364,2023-05-03,Online,Uber,Dining,1142.37,Credit Card,Approved,Kaitlynville,2023,5,3
2944,102944,3531,2023-05-03,Online,BestBuy,Groceries,3291.75,Debit Card,Approved,Breannabury,2023,5,3
2948,102948,1926,2023-05-03,Online,Uber,Entertainment,4508.88,UPI,Approved,Odonnellport,2023,5,3
2949,102949,1031,2023-05-03,Online,Netflix,Electronics,3040.97,Debit Card,Approved,East Carla,2023,5,3
2958,102958,2865,2023-05-04,Online,Amazon,Dining,3800.17,UPI,Approved,North Marissatown,2023,5,4
2959,102959,3899,2023-05-04,Online,Walmart,Groceries,3153.9,Credit Card,Approved,Hilltown,2023,5,4
2967,102967,2861,2023-05-04,Online,Apple Store,Dining,1260.29,Credit Card,Approved,Katrinaview,2023,5,4
2968,102968,1420,2023-05-04,Online,Amazon,Groceries,2009.04,Debit Card,Approved,West Tamara,2023,5,4
2970,102970,1374,2023-05-04,Online,Netflix,Groceries,1698.45,Credit Card,Approved,Wilkinsland,2023,5,4
2971,102971,1091,2023-05-04,Online,Amazon,Travel,3588.99,Debit Card,Approved,Christytown,2023,5,4
2972,102972,2530,2023-05-04,Online,Target,Travel,1092.43,PayPal,Approved,Port Megan,2023,5,4
2985,102985,4874,2023-05-05,Online,Uber,Travel,4068.23,UPI,Approved,Ronaldville,2023,5,5
2997,102997,1085,2023-05-05,Online,Netflix,Entertainment,2807.72,PayPal,Approved,North Zacharyborough,2023,5,5
3013,103013,4238,2023-05-06,Online,Walmart,Dining,1338.13,UPI,Approved,Waltonville,2023,5,6
3017,103017,2929,2023-05-06,Online,Target,Groceries,3832.13,Credit Card,Approved,North Richard,2023,5,6
3021,103021,3542,2023-05-06,Online,Apple Store,Dining,4818.07,Debit Card,Approved,Port Haley,2023,5,6
3022,103022,2540,2023-05-06,Online,BestBuy,Clothing,3464.01,Credit Card,Approved,Port Adriana,2023,5,6
3033,103033,2541,2023-05-07,Online,BestBuy,Groceries,3691.96,Credit Card,Approved,Elizabethfort,2023,5,7
3038,103038,2996,2023-05-07,Online,Uber,Groceries,3230.88,Debit Card,Approved,Aliciafurt,2023,5,7
3046,103046,4014,2023-05-07,Online,Amazon,Dining,2730.86,PayPal,Approved,Jacobsville,2023,5,7
3047,103047,2668,2023-05-07,Online,Amazon,Travel,1387.95,PayPal,Approved,New Christopher,2023,5,7
3057,103057,1740,2023-05-08,Online,Target,Groceries,1734.86,PayPal,Pending,New Paulland,2023,5,8
3059,103059,3326,2023-05-08,Online,Apple Store,Dining,1406.15,Debit Card,Approved,Anthonystad,2023,5,8
3061,103061,2956,2023-05-08,Online,Netflix,Dining,2225.03,Debit Card,Declined,South Traceyborough,2023,5,8
3075,103075,3988,2023-05-09,Online,Walmart,Travel,4187.02,Credit Card,Approved,Robertborough,2023,5,9
3081,103081,2799,2023-05-09,Online,BestBuy,Entertainment,2380.97,Credit Card,Approved,Lake Maria,2023,5,9
3089,103089,2660,2023-05-09,Online,Target,Electronics,2550.96,PayPal,Approved,West Lucasfurt,2023,5,9
3093,103093,1411,2023-05-09,Online,Netflix,Clothing,2845.67,Debit Card,Approved,West Lisachester,2023,5,9
3103,103103,2494,2023-05-10,Online,Amazon,Groceries,3548.51,Debit Card,Approved,West Nancy,2023,5,10
3105,103105,4189,2023-05-10,Online,Amazon,Travel,3445.8,Debit Card,Approved,South Robertshire,2023,5,10
3106,103106,1853,2023-05-10,Online,Apple Store,Electronics,2918.51,PayPal,Approved,Jessicafurt,2023,5,10
3112,103112,4299,2023-05-10,Online,Netflix,Dining,1065.15,Credit Card,Approved,Wardtown,2023,5,10
3113,103113,1576,2023-05-10,Online,Netflix,Dining,4117.45,UPI,Approved,Cartermouth,2023,5,10
3120,103120,3009,2023-05-11,Online,Amazon,Entertainment,4298.31,Debit Card,Declined,Victorshire,2023,5,11
3121,103121,2851,2023-05-11,Online,BestBuy,Groceries,2114.24,Debit Card,Approved,Russellview,2023,5,11
3129,103129,1049,2023-05-11,Online,Apple Store,Groceries,2528.36,UPI,Approved,Port Alicia,2023,5,11
3130,103130,4499,2023-05-11,Online,BestBuy,Entertainment,3615.09,PayPal,Approved,North Michaelhaven,2023,5,11
3131,103131,1414,2023-05-11,Online,Target,Groceries,2279.89,Debit Card,Approved,North Devin,2023,5,11
3135,103135,4588,2023-05-11,Online,Target,Groceries,1393.2,Debit Card,Approved,Randyburgh,2023,5,11
3138,103138,1698,2023-05-11,Online,Netflix,Groceries,2335.29,UPI,Approved,Port Luis,2023,5,11
3139,103139,4211,2023-05-11,Online,BestBuy,Dining,4344.38,PayPal,Approved,North Christopherfort,2023,5,11
3151,103151,1606,2023-05-12,Online,Netflix,Clothing,1203.04,Debit Card,Approved,Kimborough,2023,5,12
3157,103157,4595,2023-05-12,Online,BestBuy,Travel,4015.8,UPI,Approved,Carterchester,2023,5,12
3159,103159,4734,2023-05-12,Online,Walmart,Clothing,3385.72,PayPal,Approved,Bookerhaven,2023,5,12
3165,103165,4754,2023-05-12,Online,Walmart,Travel,4606.11,UPI,Approved,Tinashire,2023,5,12
3167,103167,1993,2023-05-12,Online,Walmart,Entertainment,1071.53,UPI,Approved,West Tinamouth,2023,5,12
3176,103176,4961,2023-05-13,Online,BestBuy,Clothing,4352.4,UPI,Approved,Clarkland,2023,5,13
3183,103183,1124,2023-05-13,Online,Amazon,Clothing,4157.62,PayPal,Pending,Lake Warren,2023,5,13
3185,103185,2568,2023-05-13,Online,Target,Electronics,1470.18,UPI,Approved,West Rhondaton,2023,5,13
3197,103197,3191,2023-05-14,Online,Walmart,Groceries,2637.59,Debit Card,Approved,Ryanmouth,2023,5,14
3204,103204,4303,2023-05-14,Online,Uber,Entertainment,4047.62,Debit Card,Approved,East Jackborough,2023,5,14
3215,103215,3623,2023-05-14,Online,BestBuy,Entertainment,3257.2,Debit Card,Pending,Jacksonfurt,2023,5,14
3221,103221,3479,2023-05-15,Online,BestBuy,Clothing,1294.73,UPI,Approved,Christopherborough,2023,5,15
3225,103225,2814,2023-05-15,Online,Target,Dining,3924.87,Debit Card,Approved,Hallland,2023,5,15
3230,103230,2076,2023-05-15,Online,BestBuy,Travel,3038.09,Debit Card,Approved,Roberttown,2023,5,15
3231,103231,1618,2023-05-15,Online,Walmart,Clothing,3498.84,Credit Card,Approved,Port Jamesland,2023,5,15
3232,103232,4252,2023-05-15,Online,Uber,Clothing,2484.26,Debit Card,Approved,East Tammyburgh,2023,5,15
3235,103235,1384,2023-05-15,Online,Amazon,Travel,3269.52,Debit Card,Approved,East Emilybury,2023,5,15
3237,103237,2862,2023-05-15,Online,Netflix,Entertainment,1845.73,Credit Card,Declined,North Kaitlynbury,2023,5,15
3241,103241,3643,2023-05-16,Online,Uber,Dining,4065.41,Credit Card,Approved,Craigside,2023,5,16
3256,103256,1856,2023-05-16,Online,Uber,Electronics,2394.05,Credit Card,Approved,Henryland,2023,5,16
3259,103259,4175,2023-05-16,Online,Netflix,Entertainment,1011.46,UPI,Approved,Rachelchester,2023,5,16
3260,103260,4938,2023-05-16,Online,BestBuy,Dining,1387.72,PayPal,Approved,Pamelatown,2023,5,16
3261,103261,1510,2023-05-16,Online,Amazon,Electronics,3444.91,PayPal,Approved,Kellyport,2023,5,16
3268,103268,2635,2023-05-17,Online,Apple Store,Entertainment,1549.85,Debit Card,Approved,Abbottbury,2023,5,17
3274,103274,4915,2023-05-17,Online,Netflix,Entertainment,4318.74,Debit Card,Approved,New Brittany,2023,5,17
3279,103279,3389,2023-05-17,Online,Amazon,Travel,1991.14,PayPal,Approved,Amandahaven,2023,5,17
3280,103280,4429,2023-05-17,Online,Uber,Travel,2299.75,UPI,Approved,Cunninghamstad,2023,5,17
3282,103282,4429,2023-05-17,Online,Walmart,Electronics,4448.52,Credit Card,Approved,Santanamouth,2023,5,17
3285,103285,4122,2023-05-17,Online,Target,Clothing,1086.0,Credit Card,Approved,West Linda,2023,5,17
3291,103291,4523,2023-05-18,Online,Target,Dining,1307.73,UPI,Approved,South Sydney,2023,5,18
3292,103292,4464,2023-05-18,Online,Uber,Dining,1421.84,PayPal,Approved,Hughestown,2023,5,18
3298,103298,1189,2023-05-18,Online,Amazon,Dining,3338.48,Credit Card,Approved,Rosemouth,2023,5,18
3303,103303,4756,2023-05-18,Online,Apple Store,Clothing,3202.33,Debit Card,Approved,Rachelton,2023,5,18
3313,103313,3240,2023-05-19,Online,Target,Electronics,1761.43,UPI,Approved,Elizabethburgh,2023,5,19
3317,103317,3191,2023-05-19,Online,Apple Store,Entertainment,4732.99,Credit Card,Approved,South Jesusport,2023,5,19
3339,103339,2046,2023-05-20,Online,Amazon,Clothing,4448.81,PayPal,Approved,West Jenniferland,2023,5,20
3352,103352,4381,2023-05-20,Online,Uber,Dining,1232.91,Debit Card,Approved,Waltertown,2023,5,20
3353,103353,3322,2023-05-20,Online,Netflix,Travel,1504.11,Credit Card,Approved,South Stephanie,2023,5,20
3357,103357,2894,2023-05-20,Online,Uber,Entertainment,3637.74,UPI,Declined,Oliverview,2023,5,20
3360,103360,1785,2023-05-21,Online,Walmart,Groceries,3465.23,Credit Card,Approved,New Jesse,2023,5,21
3373,103373,1226,2023-05-21,Online,Uber,Dining,1559.9,PayPal,Approved,Russellport,2023,5,21
3380,103380,2579,2023-05-21,Online,Walmart,Travel,2306.43,Debit Card,Approved,Palmershire,2023,5,21
3382,103382,3091,2023-05-21,Online,Apple Store,Clothing,2991.78,UPI,Approved,West Jonathan,2023,5,21
3385,103385,2918,2023-05-22,Online,Walmart,Travel,2058.65,Debit Card,Declined,Lake Erica,2023,5,22
3386,103386,1557,2023-05-22,Online,Netflix,Groceries,3255.23,UPI,Approved,Iantown,2023,5,22
3388,103388,2582,2023-05-22,Online,Amazon,Clothing,3249.26,PayPal,Declined,South Johnport,2023,5,22
3390,103390,4374,2023-05-22,Online,Amazon,Entertainment,1871.94,UPI,Declined,Hernandezberg,2023,5,22
