Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,Year,Month,Day,Discounted_Amount,Amount_Category,Date,High_Risk,Age,Gender,Account_Status
366,96,2025-01-16,Online,Target,Groceries,141.46,Debit Card,Approved,Los Angeles,2025,1,16,141.46,Medium,2025-01-16,False,54,Female,Suspended
367,126,2025-01-16,Online,Target,Health,582.8,Credit Card,Pending,New York,2025,1,16,553.66,High,2025-01-16,False,45,Other,Inactive
368,118,2025-01-16,Online,Amazon,Clothing,507.98,Debit Card,Approved,Chicago,2025,1,16,482.581,High,2025-01-16,False,60,Female,Active
369,48,2025-01-16,POS,Expedia,Travel,148.36,Debit Card,Pending,Chicago,2025,1,16,148.36,Medium,2025-01-16,False,41,Male,Inactive
370,89,2025-01-16,POS,BestBuy,Dining,625.88,Credit Card,Pending,Los Angeles,2025,1,16,594.586,High,2025-01-16,False,21,Male,Active
371,237,2025-01-16,POS,Amazon,Clothing,277.27,Debit Card,Declined,Seattle,2025,1,16,277.27,Medium,2025-01-16,False,29,Other,Suspended
372,272,2025-01-16,POS,Expedia,Dining,490.4,Credit Card,Approved,Miami,2025,1,16,490.4,Medium,2025-01-16,False,28,Female,Suspended
373,189,2025-01-16,ATM,Amazon,Entertainment,86.86,Debit Card,Pending,Miami,2025,1,16,86.86,Low,2025-01-16,False,20,Other,Inactive
374,192,2025-01-16,ATM,Amazon,Clothing,462.29,Debit Card,Declined,Los Angeles,2025,1,16,462.29,Medium,2025-01-16,False,50,Male,Active
375,69,2025-01-16,POS,Walmart,Entertainment,309.93,Debit Card,Pending,Miami,2025,1,16,309.93,Medium,2025-01-16,False,59,Female,Active
376,278,2025-01-16,ATM,Expedia,Travel,823.27,Credit Card,Pending,Houston,2025,1,16,782.1065,High,2025-01-16,False,35,Male,Suspended
377,247,2025-01-16,Online,BestBuy,Groceries,61.69,Debit Card,Pending,Miami,2025,1,16,61.69,Low,2025-01-16,False,39,Female,Suspended
378,76,2025-01-16,Online,Costco,Travel,421.51,Credit Card,Pending,Miami,2025,1,16,421.51,Medium,2025-01-16,False,51,Female,Active
379,154,2025-01-16,Online,Walmart,Groceries,461.14,Debit Card,Pending,Miami,2025,1,16,461.14,Medium,2025-01-16,False,46,Male,Inactive
380,144,2025-01-16,POS,Amazon,Entertainment,726.38,Debit Card,Pending,Houston,2025,1,16,690.0609999999999,High,2025-01-16,False,18,Male,Active
381,86,2025-01-16,Online,Costco,Groceries,576.42,Debit Card,Declined,Seattle,2025,1,16,547.5989999999999,High,2025-01-16,False,28,Female,Inactive
382,185,2025-01-16,ATM,eBay,Dining,668.88,Debit Card,Pending,Miami,2025,1,16,635.4359999999999,High,2025-01-16,False,46,Female,Suspended
383,285,2025-01-16,POS,Costco,Health,778.16,Credit Card,Approved,San Francisco,2025,1,16,739.252,High,2025-01-16,False,19,Other,Active
384,220,2025-01-16,ATM,Amazon,Travel,862.89,Credit Card,Declined,Houston,2025,1,16,819.7455,High,2025-01-16,False,61,Male,Inactive
385,69,2025-01-17,Online,Amazon,Clothing,317.31,Debit Card,Approved,Los Angeles,2025,1,17,317.31,Medium,2025-01-17,False,59,Female,Active
386,47,2025-01-17,Online,Expedia,Travel,540.33,Debit Card,Pending,New York,2025,1,17,513.3135,High,2025-01-17,False,69,Male,Inactive
387,94,2025-01-17,Online,Expedia,Dining,840.91,Credit Card,Approved,Los Angeles,2025,1,17,798.8644999999999,High,2025-01-17,True,56,Male,Suspended
388,238,2025-01-17,POS,Walmart,Groceries,989.5,Credit Card,Pending,New York,2025,1,17,940.025,High,2025-01-17,False,60,Male,Suspended
389,204,2025-01-17,ATM,BestBuy,Dining,890.07,Credit Card,Pending,Los Angeles,2025,1,17,845.5665,High,2025-01-17,False,22,Other,Active
390,218,2025-01-17,POS,Walmart,Electronics,374.61,Credit Card,Declined,San Francisco,2025,1,17,374.61,Medium,2025-01-17,False,29,Male,Suspended
391,39,2025-01-17,POS,Target,Electronics,199.19,Debit Card,Declined,New York,2025,1,17,199.19,Medium,2025-01-17,False,27,Other,Inactive
392,100,2025-01-17,Online,Amazon,Clothing,491.95,Debit Card,Pending,New York,2025,1,17,491.95,Medium,2025-01-17,False,36,Male,Inactive
393,289,2025-01-17,POS,Costco,Dining,742.93,Credit Card,Declined,Chicago,2025,1,17,705.7834999999999,High,2025-01-17,False,60,Other,Inactive
394,254,2025-01-17,POS,eBay,Entertainment,495.11,Credit Card,Approved,New York,2025,1,17,495.11,Medium,2025-01-17,False,68,Male,Inactive
395,222,2025-01-17,Online,Amazon,Clothing,485.76,Credit Card,Declined,New York,2025,1,17,485.76,Medium,2025-01-17,False,60,Male,Inactive
396,23,2025-01-17,POS,Amazon,Entertainment,839.04,Credit Card,Declined,Chicago,2025,1,17,797.088,High,2025-01-17,False,68,Female,Active
397,250,2025-01-17,Online,Walmart,Clothing,364.6,Credit Card,Approved,Miami,2025,1,17,364.6,Medium,2025-01-17,False,42,Male,Inactive
398,10,2025-01-17,Online,eBay,Electronics,860.5,Credit Card,Declined,Miami,2025,1,17,817.4749999999999,High,2025-01-17,True,64,Female,Inactive
399,246,2025-01-17,Online,eBay,Clothing,409.77,Debit Card,Pending,Chicago,2025,1,17,409.77,Medium,2025-01-17,False,67,Male,Suspended
400,100,2025-01-17,Online,eBay,Electronics,331.59,Debit Card,Approved,Houston,2025,1,17,331.59,Medium,2025-01-17,False,36,Male,Inactive
401,290,2025-01-17,POS,Walmart,Groceries,456.72,Debit Card,Pending,New York,2025,1,17,456.72,Medium,2025-01-17,False,48,Male,Inactive
402,180,2025-01-17,Online,Amazon,Entertainment,763.63,Credit Card,Approved,New York,2025,1,17,725.4485,High,2025-01-17,False,63,Male,Inactive
403,223,2025-01-17,Online,Walmart,Dining,130.37,Credit Card,Pending,Chicago,2025,1,17,130.37,Medium,2025-01-17,False,34,Other,Inactive
404,250,2025-01-17,POS,Expedia,Clothing,200.44,Credit Card,Pending,Chicago,2025,1,17,200.44,Medium,2025-01-17,False,42,Male,Inactive
405,147,2025-01-17,POS,Expedia,Electronics,951.69,Debit Card,Declined,Houston,2025,1,17,904.1055,High,2025-01-17,False,35,Female,Active
406,96,2025-01-17,ATM,Walmart,Travel,179.61,Credit Card,Pending,San Francisco,2025,1,17,179.61,Medium,2025-01-17,False,54,Female,Suspended
407,257,2025-01-17,POS,eBay,Entertainment,569.89,Credit Card,Declined,Miami,2025,1,17,541.3955,High,2025-01-17,False,55,Female,Inactive
408,4,2025-01-17,POS,Amazon,Clothing,581.42,Debit Card,Approved,Los Angeles,2025,1,17,552.3489999999999,High,2025-01-17,False,49,Other,Inactive
409,16,2025-01-18,ATM,Walmart,Health,492.18,Credit Card,Pending,San Francisco,2025,1,18,492.18,Medium,2025-01-18,False,57,Female,Suspended
410,280,2025-01-18,POS,Walmart,Groceries,646.52,Debit Card,Pending,Seattle,2025,1,18,614.194,High,2025-01-18,False,41,Male,Active
411,247,2025-01-18,POS,Walmart,Groceries,233.68,Debit Card,Approved,Miami,2025,1,18,233.68,Medium,2025-01-18,False,39,Female,Suspended
412,258,2025-01-18,POS,Target,Travel,554.9,Credit Card,Approved,New York,2025,1,18,527.155,High,2025-01-18,False,23,Male,Inactive
413,160,2025-01-18,POS,Expedia,Electronics,375.31,Debit Card,Pending,Seattle,2025,1,18,375.31,Medium,2025-01-18,False,42,Other,Suspended
414,152,2025-01-18,ATM,Costco,Clothing,663.36,Credit Card,Approved,San Francisco,2025,1,18,630.192,High,2025-01-18,False,34,Other,Inactive
415,178,2025-01-18,POS,eBay,Entertainment,145.52,Debit Card,Declined,Chicago,2025,1,18,145.52,Medium,2025-01-18,False,34,Male,Inactive
416,163,2025-01-18,POS,BestBuy,Electronics,573.02,Credit Card,Approved,Houston,2025,1,18,544.3689999999999,High,2025-01-18,False,22,Other,Suspended
417,33,2025-01-18,ATM,Costco,Groceries,189.34,Debit Card,Approved,Miami,2025,1,18,189.34,Medium,2025-01-18,False,60,Female,Active
418,179,2025-01-18,Online,eBay,Electronics,282.25,Credit Card,Pending,Houston,2025,1,18,282.25,Medium,2025-01-18,False,38,Female,Suspended
419,101,2025-01-18,ATM,BestBuy,Groceries,222.62,Debit Card,Declined,Seattle,2025,1,18,222.62,Medium,2025-01-18,False,24,Female,Suspended
420,268,2025-01-18,Online,Target,Electronics,186.92,Debit Card,Approved,Miami,2025,1,18,186.92,Medium,2025-01-18,False,59,Female,Inactive
421,65,2025-01-18,ATM,Walmart,Travel,826.58,Debit Card,Declined,San Francisco,2025,1,18,785.251,High,2025-01-18,False,45,Female,Suspended
422,168,2025-01-18,ATM,Target,Dining,289.28,Credit Card,Declined,New York,2025,1,18,289.28,Medium,2025-01-18,False,38,Other,Suspended
423,43,2025-01-18,POS,Target,Travel,927.49,Credit Card,Declined,Los Angeles,2025,1,18,881.1155,High,2025-01-18,False,66,Female,Active
424,44,2025-01-18,Online,Costco,Travel,970.08,Debit Card,Pending,Houston,2025,1,18,921.576,High,2025-01-18,True,53,Female,Active
425,285,2025-01-18,POS,Amazon,Dining,573.4,Credit Card,Approved,Houston,2025,1,18,544.7299999999999,High,2025-01-18,False,19,Other,Active
426,12,2025-01-18,Online,Costco,Dining,147.29,Debit Card,Pending,Los Angeles,2025,1,18,147.29,Medium,2025-01-18,False,53,Female,Suspended
427,95,2025-01-18,ATM,Expedia,Clothing,377.68,Credit Card,Approved,Houston,2025,1,18,377.68,Medium,2025-01-18,False,30,Female,Suspended
428,253,2025-01-18,ATM,BestBuy,Entertainment,798.74,Debit Card,Approved,Houston,2025,1,18,758.803,High,2025-01-18,False,25,Female,Active
429,242,2025-01-18,Online,Walmart,Entertainment,370.55,Credit Card,Pending,Miami,2025,1,18,370.55,Medium,2025-01-18,False,54,Male,Suspended
430,35,2025-01-18,POS,Costco,Clothing,91.58,Debit Card,Declined,Miami,2025,1,18,91.58,Low,2025-01-18,False,66,Female,Suspended
431,215,2025-01-18,POS,BestBuy,Travel,559.0,Debit Card,Declined,Los Angeles,2025,1,18,531.05,High,2025-01-18,False,52,Female,Inactive
432,90,2025-01-18,POS,eBay,Travel,845.9,Debit Card,Approved,Seattle,2025,1,18,803.6049999999999,High,2025-01-18,False,28,Male,Suspended
433,264,2025-01-19,POS,BestBuy,Groceries,796.95,Debit Card,Pending,New York,2025,1,19,757.1025,High,2025-01-19,False,29,Female,Active
434,93,2025-01-19,ATM,eBay,Groceries,179.25,Credit Card,Declined,San Francisco,2025,1,19,179.25,Medium,2025-01-19,False,33,Male,Suspended
435,90,2025-01-19,ATM,Costco,Entertainment,674.4,Debit Card,Declined,San Francisco,2025,1,19,640.68,High,2025-01-19,False,28,Male,Suspended
436,115,2025-01-19,ATM,Expedia,Clothing,224.4,Credit Card,Approved,Seattle,2025,1,19,224.4,Medium,2025-01-19,False,23,Male,Suspended
437,105,2025-01-19,ATM,Costco,Health,222.12,Credit Card,Approved,Houston,2025,1,19,222.12,Medium,2025-01-19,False,54,Other,Active
438,196,2025-01-19,ATM,eBay,Health,874.7,Debit Card,Pending,New York,2025,1,19,830.965,High,2025-01-19,False,27,Female,Suspended
439,114,2025-01-19,POS,BestBuy,Clothing,253.42,Credit Card,Approved,Los Angeles,2025,1,19,253.42,Medium,2025-01-19,False,36,Male,Inactive
440,75,2025-01-19,POS,BestBuy,Groceries,266.93,Credit Card,Declined,Seattle,2025,1,19,266.93,Medium,2025-01-19,False,29,Female,Suspended
441,217,2025-01-19,POS,eBay,Entertainment,5.65,Credit Card,Declined,Los Angeles,2025,1,19,5.65,Low,2025-01-19,False,31,Male,Active
442,277,2025-01-19,POS,Target,Entertainment,871.32,Debit Card,Declined,Miami,2025,1,19,827.754,High,2025-01-19,False,30,Female,Suspended
443,249,2025-01-19,ATM,Expedia,Groceries,793.63,Credit Card,Declined,Houston,2025,1,19,753.9485,High,2025-01-19,False,41,Other,Suspended
444,164,2025-01-19,ATM,Amazon,Health,629.19,Credit Card,Pending,Chicago,2025,1,19,597.7305,High,2025-01-19,False,21,Male,Active
445,192,2025-01-19,ATM,Walmart,Electronics,751.51,Debit Card,Pending,Los Angeles,2025,1,19,713.9345,High,2025-01-19,False,50,Male,Active
446,227,2025-01-19,Online,BestBuy,Electronics,156.29,Debit Card,Approved,Seattle,2025,1,19,156.29,Medium,2025-01-19,False,40,Male,Active
447,177,2025-01-19,POS,Walmart,Groceries,461.03,Credit Card,Approved,Houston,2025,1,19,461.03,Medium,2025-01-19,False,53,Female,Suspended
448,99,2025-01-19,POS,Amazon,Electronics,354.46,Debit Card,Approved,New York,2025,1,19,354.46,Medium,2025-01-19,False,61,Other,Active
449,36,2025-01-19,ATM,Costco,Dining,98.31,Credit Card,Pending,Seattle,2025,1,19,98.31,Low,2025-01-19,False,66,Male,Active
450,96,2025-01-19,POS,Walmart,Clothing,488.7,Credit Card,Declined,Miami,2025,1,19,488.7,Medium,2025-01-19,False,54,Female,Suspended
451,152,2025-01-19,POS,Amazon,Clothing,921.14,Credit Card,Approved,San Francisco,2025,1,19,875.083,High,2025-01-19,False,34,Other,Inactive
452,151,2025-01-19,ATM,eBay,Groceries,44.86,Debit Card,Declined,New York,2025,1,19,44.86,Low,2025-01-19,False,44,Other,Inactive
453,190,2025-01-19,Online,Target,Travel,295.0,Credit Card,Approved,Los Angeles,2025,1,19,295.0,Medium,2025-01-19,False,42,Female,Inactive
454,224,2025-01-19,Online,BestBuy,Health,211.5,Debit Card,Approved,Los Angeles,2025,1,19,211.5,Medium,2025-01-19,False,57,Other,Inactive
455,37,2025-01-19,Online,Amazon,Groceries,241.96,Debit Card,Approved,New York,2025,1,19,241.96,Medium,2025-01-19,False,29,Other,Active
456,268,2025-01-19,ATM,Walmart,Electronics,908.89,Credit Card,Approved,Los Angeles,2025,1,19,863.4454999999999,High,2025-01-19,False,59,Female,Inactive
457,183,2025-01-20,POS,BestBuy,Health,470.73,Debit Card,Approved,Seattle,2025,1,20,470.73,Medium,2025-01-20,False,33,Male,Active
458,13,2025-01-20,ATM,Target,Travel,468.97,Debit Card,Declined,Houston,2025,1,20,468.97,Medium,2025-01-20,False,54,Other,Active
459,279,2025-01-20,ATM,eBay,Electronics,761.77,Debit Card,Approved,Los Angeles,2025,1,20,723.6814999999999,High,2025-01-20,False,58,Other,Inactive
460,217,2025-01-20,POS,Costco,Entertainment,158.72,Debit Card,Declined,Miami,2025,1,20,158.72,Medium,2025-01-20,False,31,Male,Active
461,286,2025-01-20,Online,BestBuy,Dining,489.83,Debit Card,Pending,Houston,2025,1,20,489.83,Medium,2025-01-20,False,55,Other,Active
462,273,2025-01-20,Online,Costco,Electronics,432.84,Credit Card,Approved,Seattle,2025,1,20,432.84,Medium,2025-01-20,False,53,Female,Active
463,62,2025-01-20,ATM,Amazon,Dining,598.93,Debit Card,Declined,Chicago,2025,1,20,568.9834999999999,High,2025-01-20,False,52,Other,Inactive
464,84,2025-01-20,Online,Target,Health,999.56,Credit Card,Pending,Los Angeles,2025,1,20,949.5819999999999,High,2025-01-20,True,56,Female,Inactive
465,217,2025-01-20,ATM,Walmart,Dining,770.6,Credit Card,Pending,Los Angeles,2025,1,20,732.0699999999999,High,2025-01-20,False,31,Male,Active
466,187,2025-01-20,ATM,Target,Health,400.88,Credit Card,Pending,Miami,2025,1,20,400.88,Medium,2025-01-20,False,25,Female,Suspended
467,19,2025-01-20,POS,Target,Health,828.42,Credit Card,Declined,Seattle,2025,1,20,786.9989999999999,High,2025-01-20,False,57,Male,Suspended
468,177,2025-01-20,POS,Expedia,Health,174.85,Credit Card,Approved,Miami,2025,1,20,174.85,Medium,2025-01-20,False,53,Female,Suspended
469,100,2025-01-20,POS,Target,Health,35.31,Credit Card,Approved,San Francisco,2025,1,20,35.31,Low,2025-01-20,False,36,Male,Inactive
470,233,2025-01-20,ATM,Target,Health,208.43,Debit Card,Declined,Seattle,2025,1,20,208.43,Medium,2025-01-20,False,60,Female,Suspended
471,76,2025-01-20,POS,BestBuy,Electronics,343.71,Debit Card,Approved,New York,2025,1,20,343.71,Medium,2025-01-20,False,51,Female,Active
472,265,2025-01-20,Online,Walmart,Health,513.03,Debit Card,Declined,New York,2025,1,20,487.3785,High,2025-01-20,False,55,Other,Suspended
473,284,2025-01-20,Online,BestBuy,Electronics,617.05,Credit Card,Approved,New York,2025,1,20,586.1974999999999,High,2025-01-20,False,27,Female,Inactive
474,206,2025-01-20,ATM,BestBuy,Health,911.05,Debit Card,Pending,Miami,2025,1,20,865.4975,High,2025-01-20,False,30,Female,Inactive
475,223,2025-01-20,ATM,Amazon,Dining,512.3,Debit Card,Approved,New York,2025,1,20,486.68499999999995,High,2025-01-20,False,34,Other,Inactive
476,52,2025-01-20,POS,BestBuy,Entertainment,503.77,Debit Card,Declined,Seattle,2025,1,20,478.58149999999995,High,2025-01-20,False,34,Other,Inactive
477,144,2025-01-20,ATM,Expedia,Health,54.99,Credit Card,Declined,New York,2025,1,20,54.99,Low,2025-01-20,False,18,Male,Active
478,69,2025-01-20,ATM,Expedia,Travel,39.74,Debit Card,Pending,Chicago,2025,1,20,39.74,Low,2025-01-20,False,59,Female,Active
479,99,2025-01-20,Online,Costco,Health,553.4,Credit Card,Declined,New York,2025,1,20,525.7299999999999,High,2025-01-20,False,61,Other,Active
480,25,2025-01-20,Online,Amazon,Health,440.99,Debit Card,Approved,Los Angeles,2025,1,20,440.99,Medium,2025-01-20,False,64,Male,Suspended
481,53,2025-01-21,POS,Costco,Dining,839.98,Credit Card,Approved,San Francisco,2025,1,21,797.981,High,2025-01-21,False,46,Male,Inactive
482,151,2025-01-21,ATM,Costco,Clothing,164.88,Credit Card,Pending,Miami,2025,1,21,164.88,Medium,2025-01-21,False,44,Other,Inactive
483,144,2025-01-21,ATM,eBay,Dining,29.85,Credit Card,Declined,Houston,2025,1,21,29.85,Low,2025-01-21,False,18,Male,Active
484,57,2025-01-21,Online,Walmart,Travel,451.79,Debit Card,Pending,San Francisco,2025,1,21,451.79,Medium,2025-01-21,False,24,Female,Active
485,39,2025-01-21,ATM,Walmart,Clothing,241.29,Debit Card,Approved,Chicago,2025,1,21,241.29,Medium,2025-01-21,False,27,Other,Inactive
486,109,2025-01-21,Online,BestBuy,Groceries,54.37,Credit Card,Pending,Miami,2025,1,21,54.37,Low,2025-01-21,False,41,Male,Active
487,181,2025-01-21,POS,BestBuy,Groceries,725.98,Debit Card,Declined,Seattle,2025,1,21,689.681,High,2025-01-21,False,33,Female,Inactive
488,42,2025-01-21,Online,eBay,Travel,116.04,Credit Card,Pending,Miami,2025,1,21,116.04,Medium,2025-01-21,False,18,Female,Suspended
489,186,2025-01-21,ATM,BestBuy,Dining,610.28,Credit Card,Declined,Los Angeles,2025,1,21,579.766,High,2025-01-21,False,45,Male,Suspended
490,223,2025-01-21,POS,Walmart,Electronics,284.64,Debit Card,Declined,Seattle,2025,1,21,284.64,Medium,2025-01-21,False,34,Other,Inactive
491,122,2025-01-21,Online,Costco,Travel,177.63,Debit Card,Approved,San Francisco,2025,1,21,177.63,Medium,2025-01-21,False,21,Female,Active
492,133,2025-01-21,Online,Target,Entertainment,382.85,Debit Card,Approved,San Francisco,2025,1,21,382.85,Medium,2025-01-21,False,68,Female,Active
493,163,2025-01-21,POS,Expedia,Clothing,802.44,Credit Card,Approved,New York,2025,1,21,762.318,High,2025-01-21,False,22,Other,Suspended
494,215,2025-01-21,POS,Target,Clothing,395.13,Credit Card,Declined,Seattle,2025,1,21,395.13,Medium,2025-01-21,False,52,Female,Inactive
495,221,2025-01-21,Online,Target,Health,752.02,Debit Card,Pending,Los Angeles,2025,1,21,714.419,High,2025-01-21,False,46,Other,Suspended
496,235,2025-01-21,ATM,Walmart,Groceries,129.86,Credit Card,Declined,New York,2025,1,21,129.86,Medium,2025-01-21,False,53,Male,Suspended
497,146,2025-01-21,Online,Target,Clothing,773.91,Debit Card,Approved,New York,2025,1,21,735.2144999999999,High,2025-01-21,False,20,Male,Inactive
498,239,2025-01-21,POS,eBay,Travel,240.75,Credit Card,Approved,Miami,2025,1,21,240.75,Medium,2025-01-21,False,40,Other,Active
499,76,2025-01-21,Online,Amazon,Clothing,679.01,Debit Card,Pending,San Francisco,2025,1,21,645.0595,High,2025-01-21,False,51,Female,Active
500,9,2025-01-21,POS,BestBuy,Travel,567.95,Debit Card,Approved,New York,2025,1,21,539.5525,High,2025-01-21,False,58,Female,Inactive
501,74,2025-01-21,POS,Amazon,Electronics,929.5,Credit Card,Approved,Chicago,2025,1,21,883.025,High,2025-01-21,False,50,Male,Active
502,253,2025-01-21,ATM,Costco,Health,390.39,Debit Card,Approved,Chicago,2025,1,21,390.39,Medium,2025-01-21,False,25,Female,Active
503,230,2025-01-21,POS,Expedia,Groceries,70.83,Debit Card,Pending,San Francisco,2025,1,21,70.83,Low,2025-01-21,False,51,Male,Inactive
504,7,2025-01-21,POS,BestBuy,Clothing,24.06,Credit Card,Declined,Chicago,2025,1,21,24.06,Low,2025-01-21,False,55,Female,Active
505,174,2025-01-22,ATM,Target,Travel,827.72,Debit Card,Approved,Miami,2025,1,22,786.334,High,2025-01-22,False,37,Female,Suspended
506,141,2025-01-22,POS,Expedia,Dining,527.11,Credit Card,Pending,Los Angeles,2025,1,22,500.7545,High,2025-01-22,False,30,Other,Inactive
507,168,2025-01-22,ATM,BestBuy,Groceries,776.37,Debit Card,Approved,Houston,2025,1,22,737.5514999999999,High,2025-01-22,False,38,Other,Suspended
508,170,2025-01-22,ATM,eBay,Electronics,238.25,Credit Card,Pending,New York,2025,1,22,238.25,Medium,2025-01-22,False,54,Male,Suspended
509,283,2025-01-22,POS,eBay,Travel,348.36,Debit Card,Approved,Houston,2025,1,22,348.36,Medium,2025-01-22,False,58,Male,Inactive
510,122,2025-01-22,POS,eBay,Entertainment,34.95,Debit Card,Pending,Los Angeles,2025,1,22,34.95,Low,2025-01-22,False,21,Female,Active
511,194,2025-01-22,Online,eBay,Entertainment,961.68,Debit Card,Approved,Los Angeles,2025,1,22,913.5959999999999,High,2025-01-22,True,32,Other,Suspended
512,5,2025-01-22,ATM,Target,Health,669.53,Debit Card,Declined,Miami,2025,1,22,636.0535,High,2025-01-22,False,27,Other,Suspended
513,29,2025-01-22,Online,Amazon,Health,933.54,Credit Card,Approved,Chicago,2025,1,22,886.8629999999999,High,2025-01-22,True,65,Female,Suspended
514,165,2025-01-22,POS,BestBuy,Electronics,269.17,Credit Card,Pending,Chicago,2025,1,22,269.17,Medium,2025-01-22,False,53,Female,Active
515,136,2025-01-22,Online,Target,Electronics,613.41,Credit Card,Approved,Los Angeles,2025,1,22,582.7394999999999,High,2025-01-22,False,27,Female,Inactive
516,145,2025-01-22,ATM,eBay,Health,680.11,Credit Card,Declined,Miami,2025,1,22,646.1045,High,2025-01-22,False,69,Female,Active
517,217,2025-01-22,Online,Costco,Clothing,320.96,Credit Card,Approved,Miami,2025,1,22,320.96,Medium,2025-01-22,False,31,Male,Active
518,132,2025-01-22,ATM,Amazon,Clothing,848.87,Credit Card,Pending,San Francisco,2025,1,22,806.4264999999999,High,2025-01-22,False,18,Male,Suspended
519,292,2025-01-22,POS,Costco,Travel,947.43,Credit Card,Pending,Seattle,2025,1,22,900.0584999999999,High,2025-01-22,False,20,Male,Suspended
520,70,2025-01-22,POS,Expedia,Dining,885.43,Debit Card,Declined,New York,2025,1,22,841.1584999999999,High,2025-01-22,False,54,Female,Suspended
521,252,2025-01-22,ATM,Costco,Travel,740.37,Debit Card,Pending,Seattle,2025,1,22,703.3515,High,2025-01-22,False,43,Male,Suspended
522,275,2025-01-22,POS,Expedia,Dining,281.08,Debit Card,Approved,Chicago,2025,1,22,281.08,Medium,2025-01-22,False,48,Male,Suspended
523,182,2025-01-22,POS,Expedia,Electronics,285.21,Debit Card,Approved,Los Angeles,2025,1,22,285.21,Medium,2025-01-22,False,63,Female,Active
524,167,2025-01-22,POS,eBay,Groceries,963.54,Credit Card,Approved,San Francisco,2025,1,22,915.3629999999999,High,2025-01-22,False,69,Female,Inactive
525,91,2025-01-22,POS,Expedia,Travel,15.23,Credit Card,Pending,Houston,2025,1,22,15.23,Low,2025-01-22,False,46,Other,Active
526,202,2025-01-22,ATM,Walmart,Travel,717.47,Credit Card,Approved,Chicago,2025,1,22,681.5965,High,2025-01-22,False,30,Male,Inactive
527,19,2025-01-22,Online,BestBuy,Dining,707.71,Debit Card,Approved,New York,2025,1,22,672.3245000000001,High,2025-01-22,False,57,Male,Suspended
528,39,2025-01-22,Online,BestBuy,Electronics,624.58,Credit Card,Approved,Miami,2025,1,22,593.351,High,2025-01-22,False,27,Other,Inactive
529,126,2025-01-23,POS,eBay,Electronics,990.16,Debit Card,Declined,Los Angeles,2025,1,23,940.6519999999999,High,2025-01-23,False,45,Other,Inactive
530,173,2025-01-23,Online,Walmart,Entertainment,315.32,Credit Card,Pending,Chicago,2025,1,23,315.32,Medium,2025-01-23,False,56,Other,Inactive
531,141,2025-01-23,Online,Costco,Dining,343.27,Credit Card,Pending,Houston,2025,1,23,343.27,Medium,2025-01-23,False,30,Other,Inactive
532,242,2025-01-23,POS,Target,Electronics,83.54,Credit Card,Pending,New York,2025,1,23,83.54,Low,2025-01-23,False,54,Male,Suspended
533,220,2025-01-23,POS,Costco,Health,445.58,Credit Card,Declined,New York,2025,1,23,445.58,Medium,2025-01-23,False,61,Male,Inactive
534,126,2025-01-23,Online,Target,Clothing,264.74,Debit Card,Pending,San Francisco,2025,1,23,264.74,Medium,2025-01-23,False,45,Other,Inactive
535,58,2025-01-23,ATM,Expedia,Entertainment,346.67,Debit Card,Declined,Chicago,2025,1,23,346.67,Medium,2025-01-23,False,41,Other,Active
536,148,2025-01-23,POS,Amazon,Health,835.4,Credit Card,Declined,Houston,2025,1,23,793.63,High,2025-01-23,False,58,Male,Suspended
537,1,2025-01-23,ATM,Target,Groceries,935.81,Debit Card,Pending,New York,2025,1,23,889.0194999999999,High,2025-01-23,False,66,Male,Inactive
538,190,2025-01-23,Online,Amazon,Travel,189.8,Credit Card,Approved,Los Angeles,2025,1,23,189.8,Medium,2025-01-23,False,42,Female,Inactive
539,191,2025-01-23,POS,BestBuy,Entertainment,375.65,Credit Card,Approved,New York,2025,1,23,375.65,Medium,2025-01-23,False,36,Female,Inactive
540,117,2025-01-23,ATM,Amazon,Groceries,928.99,Credit Card,Pending,Houston,2025,1,23,882.5405,High,2025-01-23,False,46,Female,Suspended
541,134,2025-01-23,POS,BestBuy,Travel,66.5,Credit Card,Pending,Miami,2025,1,23,66.5,Low,2025-01-23,False,23,Male,Active
542,58,2025-01-23,Online,Walmart,Clothing,96.9,Debit Card,Declined,Miami,2025,1,23,96.9,Low,2025-01-23,False,41,Other,Active
543,44,2025-01-23,ATM,Walmart,Electronics,166.98,Credit Card,Pending,San Francisco,2025,1,23,166.98,Medium,2025-01-23,False,53,Female,Active
544,173,2025-01-23,Online,eBay,Health,597.24,Credit Card,Declined,Chicago,2025,1,23,567.3779999999999,High,2025-01-23,False,56,Other,Inactive
545,160,2025-01-23,Online,eBay,Dining,154.72,Debit Card,Pending,Houston,2025,1,23,154.72,Medium,2025-01-23,False,42,Other,Suspended
546,173,2025-01-23,POS,Expedia,Health,968.24,Credit Card,Approved,San Francisco,2025,1,23,919.828,High,2025-01-23,False,56,Other,Inactive
547,149,2025-01-23,ATM,Target,Clothing,449.48,Debit Card,Approved,Seattle,2025,1,23,449.48,Medium,2025-01-23,False,31,Male,Active
548,80,2025-01-23,Online,Expedia,Groceries,504.01,Credit Card,Pending,New York,2025,1,23,478.80949999999996,High,2025-01-23,False,46,Other,Inactive
549,213,2025-01-23,Online,BestBuy,Dining,250.43,Credit Card,Declined,Seattle,2025,1,23,250.43,Medium,2025-01-23,False,66,Other,Active
