,Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,Year,Month,Day
3565,103565,1946,2023-05-29,Online,Target,Clothing,4957.74,PayPal,Approved,South Andrewmouth,2023,5,29
3578,103578,4373,2023-05-30,Online,Walmart,Groceries,4521.49,PayPal,Declined,South Christinachester,2023,5,30
3583,103583,1445,2023-05-30,Online,Amazon,Clothing,4513.67,UPI,Approved,Andrewville,2023,5,30
3584,103584,1609,2023-05-30,Online,Apple Store,Dining,3121.42,Credit Card,Pending,Lindaville,2023,5,30
3588,103588,2442,2023-05-30,Online,Apple Store,Clothing,3884.83,Debit Card,Approved,South Kristen,2023,5,30
3597,103597,2209,2023-05-30,Online,BestBuy,Groceries,3595.48,UPI,Approved,Smithfort,2023,5,30
3600,103600,4419,2023-05-31,Online,Apple Store,Electronics,4311.16,Credit Card,Approved,Kristinside,2023,5,31
3617,103617,1868,2023-05-31,Online,Amazon,Electronics,3538.94,Credit Card,Approved,Lake Monicaside,2023,5,31
3639,103639,4635,2023-06-01,Online,Netflix,Dining,4326.78,PayPal,Approved,Peterport,2023,6,1
3642,103642,2517,2023-06-01,Online,Netflix,Dining,3163.59,PayPal,Approved,Tylermouth,2023,6,1
3657,103657,1673,2023-06-02,Online,Uber,Electronics,2698.37,Credit Card,Approved,Cohenbury,2023,6,2
3658,103658,4851,2023-06-02,Online,Uber,Electronics,3567.64,Debit Card,Approved,Port Roberto,2023,6,2
3659,103659,2057,2023-06-02,Online,Apple Store,Dining,3796.69,Credit Card,Approved,West Zacharyfurt,2023,6,2
3660,103660,4676,2023-06-02,Online,Netflix,Entertainment,4273.25,Credit Card,Approved,Daleview,2023,6,2
3667,103667,4556,2023-06-02,Online,BestBuy,Clothing,4253.35,UPI,Approved,Humphreyburgh,2023,6,2
3673,103673,3643,2023-06-03,Online,Uber,Entertainment,3997.53,UPI,Approved,Stevensonmouth,2023,6,3
3678,103678,3542,2023-06-03,Online,Target,Travel,2634.12,Credit Card,Approved,Wilsonmouth,2023,6,3
3690,103690,3506,2023-06-03,Online,Amazon,Entertainment,4922.85,Credit Card,Approved,New James,2023,6,3
3691,103691,4268,2023-06-03,Online,Amazon,Groceries,3728.1,UPI,Approved,Lake Amanda,2023,6,3
3701,103701,2706,2023-06-04,Online,Uber,Dining,3440.53,Credit Card,Approved,North Eduardo,2023,6,4
3708,103708,3342,2023-06-04,Online,Walmart,Groceries,4570.85,Credit Card,Approved,Rosefurt,2023,6,4
3709,103709,1708,2023-06-04,Online,Netflix,Dining,3935.25,UPI,Approved,Barrettshire,2023,6,4
3712,103712,1416,2023-06-04,Online,Walmart,Travel,2962.61,PayPal,Approved,Kevinberg,2023,6,4
3714,103714,1891,2023-06-04,Online,Target,Dining,3559.01,PayPal,Approved,New Kimberlyside,2023,6,4
3719,103719,3305,2023-06-04,Online,Netflix,Travel,4212.99,PayPal,Declined,Kerryville,2023,6,4
3728,103728,1605,2023-06-05,Online,Apple Store,Clothing,2780.77,Debit Card,Approved,East Jakeborough,2023,6,5
3738,103738,4667,2023-06-05,Online,Walmart,Groceries,4470.24,Debit Card,Approved,Davisstad,2023,6,5
3751,103751,3594,2023-06-06,Online,BestBuy,Dining,3623.01,Debit Card,Approved,West Mallory,2023,6,6
3759,103759,4137,2023-06-06,Online,Target,Entertainment,2883.89,Debit Card,Approved,Kimville,2023,6,6
3774,103774,1247,2023-06-07,Online,Netflix,Groceries,3328.36,UPI,Approved,Rossmouth,2023,6,7
3776,103776,4458,2023-06-07,Online,Walmart,Travel,4682.67,PayPal,Approved,Stephenberg,2023,6,7
3787,103787,1082,2023-06-07,Online,Netflix,Groceries,4069.96,Debit Card,Approved,West Stevenville,2023,6,7
3793,103793,1512,2023-06-08,Online,Uber,Groceries,4762.64,Credit Card,Approved,Jasontown,2023,6,8
3805,103805,1507,2023-06-08,Online,Target,Entertainment,3750.86,Debit Card,Approved,South Kimberlyburgh,2023,6,8
3808,103808,1255,2023-06-08,Online,Target,Travel,2777.75,PayPal,Approved,South Deanna,2023,6,8
3818,103818,2012,2023-06-09,Online,Uber,Electronics,3243.7,UPI,Approved,Lake Brandonstad,2023,6,9
3819,103819,4465,2023-06-09,Online,Walmart,Electronics,4836.83,PayPal,Approved,New Elizabeth,2023,6,9
3821,103821,3166,2023-06-09,Online,Netflix,Entertainment,3302.07,Credit Card,Approved,Danielsmouth,2023,6,9
3840,103840,4009,2023-06-10,Online,Amazon,Travel,4473.0,UPI,Approved,Carrfurt,2023,6,10
3842,103842,3936,2023-06-10,Online,Apple Store,Dining,2583.2,PayPal,Approved,Davidmouth,2023,6,10
3856,103856,3624,2023-06-10,Online,BestBuy,Entertainment,3682.54,Credit Card,Approved,New Suzanne,2023,6,10
3857,103857,3484,2023-06-10,Online,Walmart,Electronics,3015.49,PayPal,Approved,New Rachel,2023,6,10
3861,103861,1175,2023-06-10,Online,Apple Store,Groceries,4119.12,Debit Card,Approved,Deniseborough,2023,6,10
3863,103863,2185,2023-06-10,Online,BestBuy,Groceries,4575.69,PayPal,Approved,Solomonport,2023,6,10
3874,103874,1186,2023-06-11,Online,Target,Electronics,2505.98,PayPal,Approved,Jensenchester,2023,6,11
3884,103884,2630,2023-06-11,Online,Uber,Travel,4241.11,Debit Card,Approved,North Jeromeborough,2023,6,11
3886,103886,4817,2023-06-11,Online,Target,Clothing,4039.28,Credit Card,Approved,Annland,2023,6,11
3887,103887,4812,2023-06-11,Online,Walmart,Electronics,3503.45,Credit Card,Declined,Robinsonbury,2023,6,11
3902,103902,1329,2023-06-12,Online,Target,Travel,4111.77,Debit Card,Approved,Barrettshire,2023,6,12
3917,103917,1105,2023-06-13,Online,Target,Entertainment,2859.8,PayPal,Declined,Lake Jamiebury,2023,6,13
3926,103926,3117,2023-06-13,Online,Uber,Electronics,3639.26,Credit Card,Approved,New Timothyberg,2023,6,13
3938,103938,2148,2023-06-14,Online,Amazon,Entertainment,4333.83,PayPal,Approved,New Juliestad,2023,6,14
3940,103940,1052,2023-06-14,Online,Walmart,Groceries,4925.09,UPI,Approved,Lake Alicia,2023,6,14
3944,103944,3312,2023-06-14,Online,Target,Travel,4718.01,Credit Card,Declined,East Amy,2023,6,14
3951,103951,2957,2023-06-14,Online,BestBuy,Travel,3995.35,UPI,Approved,Timothyside,2023,6,14
3968,103968,4027,2023-06-15,Online,Netflix,Dining,3220.5,Debit Card,Approved,Nicoleshire,2023,6,15
3976,103976,1670,2023-06-15,Online,Uber,Dining,3100.51,Credit Card,Approved,South Brittany,2023,6,15
3977,103977,3479,2023-06-15,Online,Walmart,Clothing,2795.49,PayPal,Approved,Brownfort,2023,6,15
3979,103979,1805,2023-06-15,Online,Amazon,Dining,2789.68,Credit Card,Pending,East Michael,2023,6,15
3984,103984,3462,2023-06-16,Online,Target,Dining,3891.78,Debit Card,Approved,Michelleborough,2023,6,16
3995,103995,3160,2023-06-16,Online,Uber,Clothing,4225.81,PayPal,Declined,Darinview,2023,6,16
4008,104008,2136,2023-06-17,Online,Amazon,Clothing,3487.76,UPI,Approved,Ashleyview,2023,6,17
4015,104015,1140,2023-06-17,Online,Target,Entertainment,4114.74,Debit Card,Approved,Jenkinsville,2023,6,17
4026,104026,3259,2023-06-17,Online,BestBuy,Entertainment,2896.47,PayPal,Pending,Lake Amy,2023,6,17
4031,104031,3847,2023-06-17,Online,BestBuy,Groceries,3346.2,PayPal,Approved,Adamport,2023,6,17
4037,104037,4595,2023-06-18,Online,Apple Store,Travel,4396.56,PayPal,Approved,Nicoleport,2023,6,18
4040,104040,1075,2023-06-18,Online,Amazon,Groceries,3305.93,PayPal,Approved,Christensenfort,2023,6,18
4048,104048,4745,2023-06-18,Online,Amazon,Groceries,3176.54,UPI,Approved,Juliabury,2023,6,18
4050,104050,1727,2023-06-18,Online,Amazon,Dining,4436.69,UPI,Approved,Scottside,2023,6,18
4057,104057,1275,2023-06-19,Online,Amazon,Entertainment,2563.09,Debit Card,Approved,Jamesside,2023,6,19
4071,104071,3153,2023-06-19,Online,Uber,Groceries,2727.66,Credit Card,Approved,West Devin,2023,6,19
4076,104076,4174,2023-06-19,Online,Walmart,Travel,3504.12,Credit Card,Approved,Port Heatherfurt,2023,6,19
4102,104102,3319,2023-06-20,Online,Target,Clothing,3227.54,Debit Card,Approved,Lake Gregory,2023,6,20
4109,104109,3939,2023-06-21,Online,Apple Store,Clothing,2555.16,Debit Card,Approved,Lewisbury,2023,6,21
4114,104114,4209,2023-06-21,Online,Amazon,Entertainment,4672.89,Debit Card,Approved,North Gregoryfort,2023,6,21
4121,104121,1472,2023-06-21,Online,Walmart,Entertainment,2821.52,UPI,Approved,Gabrielbury,2023,6,21
4145,104145,3321,2023-06-22,Online,Walmart,Clothing,3160.07,UPI,Declined,Padillamouth,2023,6,22
4147,104147,2545,2023-06-22,Online,BestBuy,Electronics,3716.45,Credit Card,Approved,New Luketon,2023,6,22
4153,104153,4965,2023-06-23,Online,Amazon,Electronics,4264.97,Debit Card,Declined,Michaelland,2023,6,23
4163,104163,1283,2023-06-23,Online,Walmart,Electronics,3210.41,Credit Card,Approved,Chanburgh,2023,6,23
4165,104165,3956,2023-06-23,Online,Uber,Clothing,4898.72,Debit Card,Approved,East Courtneymouth,2023,6,23
4172,104172,1010,2023-06-23,Online,Amazon,Electronics,4442.48,Debit Card,Approved,Kevinmouth,2023,6,23
4175,104175,3727,2023-06-23,Online,Walmart,Entertainment,3478.35,Credit Card,Approved,South Luke,2023,6,23
4184,104184,1193,2023-06-24,Online,Uber,Clothing,2709.3,UPI,Approved,Garciachester,2023,6,24
4187,104187,1524,2023-06-24,Online,Target,Travel,3254.57,Credit Card,Approved,Smithburgh,2023,6,24
4205,104205,3460,2023-06-25,Online,Walmart,Travel,3093.07,Debit Card,Approved,Port Heather,2023,6,25
4210,104210,1452,2023-06-25,Online,Amazon,Entertainment,2580.52,PayPal,Approved,Lindastad,2023,6,25
4217,104217,3713,2023-06-25,Online,Uber,Clothing,4992.68,Debit Card,Approved,Muellerfort,2023,6,25
4221,104221,4184,2023-06-25,Online,BestBuy,Electronics,3940.27,Debit Card,Approved,Port Elizabeth,2023,6,25
4234,104234,1471,2023-06-26,Online,Target,Dining,3348.98,Debit Card,Approved,Lake Sallyborough,2023,6,26
4241,104241,4955,2023-06-26,Online,Apple Store,Clothing,2752.05,Credit Card,Approved,North Brenda,2023,6,26
4245,104245,4315,2023-06-26,Online,Uber,Groceries,3436.48,UPI,Approved,East Tiffany,2023,6,26
4247,104247,3304,2023-06-26,Online,Apple Store,Entertainment,3465.69,UPI,Approved,New Zachary,2023,6,26
4252,104252,2902,2023-06-27,Online,BestBuy,Dining,3451.81,Debit Card,Approved,Perezside,2023,6,27
4260,104260,4074,2023-06-27,Online,Apple Store,Electronics,4589.48,PayPal,Approved,Ortizberg,2023,6,27
4262,104262,3738,2023-06-27,Online,Apple Store,Dining,4690.91,Credit Card,Approved,Port Michelle,2023,6,27
4267,104267,2724,2023-06-27,Online,Target,Clothing,3737.47,Credit Card,Approved,New Heatherchester,2023,6,27
4270,104270,2807,2023-06-27,Online,Walmart,Groceries,3834.34,Credit Card,Approved,East Angelamouth,2023,6,27
4281,104281,4075,2023-06-28,Online,Netflix,Entertainment,4403.11,PayPal,Approved,New Russell,2023,6,28
4289,104289,2145,2023-06-28,Online,Uber,Clothing,4764.35,UPI,Approved,Phyllisport,2023,6,28
4290,104290,2338,2023-06-28,Online,Netflix,Electronics,3126.47,PayPal,Approved,Melissachester,2023,6,28
4296,104296,3443,2023-06-29,Online,Amazon,Travel,3353.06,Debit Card,Approved,South Lauren,2023,6,29
4304,104304,2820,2023-06-29,Online,Walmart,Groceries,3756.35,Credit Card,Declined,Port Jenniferstad,2023,6,29
4305,104305,1234,2023-06-29,Online,Amazon,Travel,4431.3,Credit Card,Pending,West Angela,2023,6,29
4317,104317,2464,2023-06-29,Online,Apple Store,Dining,4819.7,Credit Card,Approved,Brandonfort,2023,6,29
4325,104325,3252,2023-06-30,Online,Netflix,Electronics,2635.92,PayPal,Approved,Moonmouth,2023,6,30
4371,104371,1926,2023-07-02,Online,Netflix,Dining,4744.15,UPI,Approved,Port Johnathanton,2023,7,2
4374,104374,1551,2023-07-02,Online,Amazon,Entertainment,2541.0,Credit Card,Approved,East Joanna,2023,7,2
4381,104381,3274,2023-07-02,Online,Uber,Travel,2622.89,UPI,Approved,South Janetberg,2023,7,2
4412,104412,2610,2023-07-03,Online,Walmart,Clothing,3361.57,Debit Card,Approved,South Brianaville,2023,7,3
4425,104425,3266,2023-07-04,Online,Target,Dining,4299.88,UPI,Approved,Wilsonburgh,2023,7,4
4427,104427,3390,2023-07-04,Online,Target,Clothing,3121.77,UPI,Approved,Cynthiaville,2023,7,4
4442,104442,4641,2023-07-05,Online,Uber,Electronics,3240.89,Credit Card,Approved,West Royborough,2023,7,5
4445,104445,2195,2023-07-05,Online,Amazon,Clothing,4500.72,UPI,Approved,New Cheyenne,2023,7,5
4450,104450,2999,2023-07-05,Online,Target,Travel,4135.76,UPI,Declined,West Jenniferland,2023,7,5
4456,104456,1561,2023-07-05,Online,Uber,Electronics,4308.77,Credit Card,Approved,Jeremyton,2023,7,5
4458,104458,4874,2023-07-05,Online,Apple Store,Groceries,3096.69,UPI,Approved,Michaelville,2023,7,5
4478,104478,2072,2023-07-06,Online,Target,Electronics,4948.7,UPI,Approved,Lake Williamview,2023,7,6
4483,104483,2319,2023-07-06,Online,Uber,Entertainment,3853.25,PayPal,Approved,West Lisa,2023,7,6
4486,104486,4773,2023-07-06,Online,Amazon,Travel,3962.15,UPI,Approved,Port Jonathanhaven,2023,7,6
4493,104493,4364,2023-07-07,Online,Walmart,Groceries,3134.29,PayPal,Approved,South Lauraland,2023,7,7
4506,104506,4511,2023-07-07,Online,Target,Groceries,3945.86,Debit Card,Approved,South Bradley,2023,7,7
4511,104511,4699,2023-07-07,Online,Uber,Electronics,3130.72,UPI,Approved,Jerryton,2023,7,7
4518,104518,2523,2023-07-08,Online,Target,Electronics,3312.71,Credit Card,Approved,North Pamela,2023,7,8
4520,104520,3224,2023-07-08,Online,Walmart,Groceries,4969.52,Credit Card,Approved,Velasquezberg,2023,7,8
4521,104521,1254,2023-07-08,Online,Uber,Entertainment,3913.2,Debit Card,Approved,Michelebury,2023,7,8
4530,104530,2409,2023-07-08,Online,Uber,Travel,4316.33,PayPal,Approved,West Kimberlyhaven,2023,7,8
4565,104565,3320,2023-07-10,Online,Uber,Groceries,4699.0,Debit Card,Declined,New Emily,2023,7,10
4570,104570,4618,2023-07-10,Online,Netflix,Clothing,4543.87,Credit Card,Pending,North Anthony,2023,7,10
4571,104571,4169,2023-07-10,Online,Uber,Dining,3599.65,PayPal,Approved,Robertsfurt,2023,7,10
4577,104577,2958,2023-07-10,Online,Apple Store,Electronics,3211.89,Credit Card,Approved,Michaelstad,2023,7,10
4580,104580,2242,2023-07-10,Online,BestBuy,Travel,4606.43,PayPal,Approved,West Natashafurt,2023,7,10
4581,104581,2367,2023-07-10,Online,Uber,Clothing,4459.58,Debit Card,Declined,South Davidfurt,2023,7,10
4583,104583,1848,2023-07-10,Online,Apple Store,Entertainment,4725.33,UPI,Approved,West Joshuaview,2023,7,10
4584,104584,1797,2023-07-11,Online,Target,Travel,4864.24,PayPal,Approved,Port Karinaborough,2023,7,11
4592,104592,2966,2023-07-11,Online,Netflix,Entertainment,2671.87,Credit Card,Pending,Adamsmouth,2023,7,11
4608,104608,2032,2023-07-12,Online,Netflix,Electronics,3832.9,Credit Card,Approved,Lake Daniel,2023,7,12
4616,104616,3224,2023-07-12,Online,Apple Store,Travel,3558.98,Credit Card,Approved,Jesusshire,2023,7,12
4625,104625,4441,2023-07-12,Online,Netflix,Travel,3424.8,Debit Card,Approved,Raymondfort,2023,7,12
4630,104630,2679,2023-07-12,Online,Target,Electronics,4600.4,PayPal,Approved,Thomasport,2023,7,12
4634,104634,2177,2023-07-13,Online,Netflix,Entertainment,4150.55,Credit Card,Approved,North Robertville,2023,7,13
4647,104647,4872,2023-07-13,Online,Uber,Entertainment,2760.73,Debit Card,Approved,Alexanderton,2023,7,13
4659,104659,1112,2023-07-14,Online,Amazon,Electronics,2666.25,UPI,Approved,New Barbara,2023,7,14
4662,104662,1638,2023-07-14,Online,Target,Groceries,4647.37,PayPal,Approved,Sarahchester,2023,7,14
4663,104663,2029,2023-07-14,Online,Walmart,Entertainment,4087.14,UPI,Declined,South Beckyshire,2023,7,14
4676,104676,2508,2023-07-14,Online,Netflix,Entertainment,3525.8,Credit Card,Approved,South Michaelberg,2023,7,14
4679,104679,1360,2023-07-14,Online,Netflix,Electronics,4491.91,UPI,Declined,Elizabethtown,2023,7,14
4681,104681,4842,2023-07-15,Online,BestBuy,Groceries,4985.36,Debit Card,Approved,Ruizton,2023,7,15
4690,104690,1286,2023-07-15,Online,Apple Store,Clothing,3494.44,Debit Card,Approved,Smithmouth,2023,7,15
4693,104693,2358,2023-07-15,Online,Amazon,Travel,2595.86,PayPal,Approved,Evansfort,2023,7,15
4698,104698,3884,2023-07-15,Online,Walmart,Dining,3039.07,Debit Card,Approved,Williamsview,2023,7,15
4699,104699,4431,2023-07-15,Online,Amazon,Dining,4519.63,Credit Card,Approved,Wuchester,2023,7,15
4703,104703,3076,2023-07-15,Online,Uber,Travel,3497.47,Debit Card,Approved,Carrollchester,2023,7,15
4749,104749,3760,2023-07-17,Online,Netflix,Entertainment,3596.28,Debit Card,Approved,Petersonfurt,2023,7,17
4761,104761,2065,2023-07-18,Online,BestBuy,Travel,4994.28,Debit Card,Approved,East Stephenchester,2023,7,18
4765,104765,3257,2023-07-18,Online,Walmart,Clothing,3058.86,PayPal,Approved,West Joannchester,2023,7,18
4776,104776,2326,2023-07-19,Online,Amazon,Entertainment,2580.13,Credit Card,Approved,Marymouth,2023,7,19
4779,104779,4233,2023-07-19,Online,BestBuy,Electronics,3081.36,PayPal,Pending,New Stephen,2023,7,19
4783,104783,2268,2023-07-19,Online,Uber,Clothing,2844.73,PayPal,Approved,Santanaburgh,2023,7,19
4792,104792,3164,2023-07-19,Online,Netflix,Electronics,3081.62,Debit Card,Approved,North Matthew,2023,7,19
4793,104793,1650,2023-07-19,Online,Walmart,Clothing,3807.49,UPI,Approved,Lake Sydneyborough,2023,7,19
4815,104815,3534,2023-07-20,Online,Netflix,Dining,4529.45,Debit Card,Approved,West Jillchester,2023,7,20
4828,104828,4978,2023-07-21,Online,Uber,Groceries,3919.72,PayPal,Approved,Port Dannyberg,2023,7,21
4836,104836,3872,2023-07-21,Online,Netflix,Travel,4442.43,Credit Card,Approved,Port Jessica,2023,7,21
4837,104837,3605,2023-07-21,Online,Apple Store,Groceries,4397.25,PayPal,Approved,Laurastad,2023,7,21
4848,104848,4252,2023-07-22,Online,Apple Store,Electronics,4059.69,UPI,Approved,Christophermouth,2023,7,22
4862,104862,4634,2023-07-22,Online,Apple Store,Clothing,3139.74,Credit Card,Approved,Kramermouth,2023,7,22
4863,104863,3340,2023-07-22,Online,Netflix,Clothing,2542.04,UPI,Approved,Duffymouth,2023,7,22
4866,104866,2410,2023-07-22,Online,Walmart,Clothing,3445.48,PayPal,Approved,Johnmouth,2023,7,22
4871,104871,4557,2023-07-22,Online,Apple Store,Entertainment,3037.15,Debit Card,Approved,Stephenview,2023,7,22
4878,104878,1308,2023-07-23,Online,Amazon,Dining,2833.85,Debit Card,Approved,Greenland,2023,7,23
4881,104881,4598,2023-07-23,Online,Netflix,Electronics,4771.83,UPI,Approved,East Angelicaville,2023,7,23
4884,104884,4908,2023-07-23,Online,Target,Clothing,4040.07,Debit Card,Approved,Josephport,2023,7,23
4886,104886,3010,2023-07-23,Online,Uber,Travel,3527.13,Debit Card,Approved,Port Andrea,2023,7,23
4892,104892,2028,2023-07-23,Online,Uber,Dining,4244.21,UPI,Declined,South Amy,2023,7,23
4902,104902,4932,2023-07-24,Online,Apple Store,Groceries,3921.57,Credit Card,Approved,Brownfort,2023,7,24
4904,104904,2729,2023-07-24,Online,BestBuy,Groceries,3374.52,Credit Card,Approved,New Ashley,2023,7,24
4905,104905,2285,2023-07-24,Online,Netflix,Clothing,4940.87,UPI,Approved,South Kristy,2023,7,24
4909,104909,2135,2023-07-24,Online,Apple Store,Groceries,2938.27,PayPal,Approved,East Michael,2023,7,24
4911,104911,3110,2023-07-24,Online,BestBuy,Entertainment,4060.74,PayPal,Approved,South Rebekahside,2023,7,24
4924,104924,2036,2023-07-25,Online,Netflix,Dining,3456.29,UPI,Approved,Bauerport,2023,7,25
4930,104930,2910,2023-07-25,Online,Target,Groceries,3292.15,Credit Card,Approved,Ericburgh,2023,7,25
4932,104932,4406,2023-07-25,Online,Amazon,Entertainment,4298.0,UPI,Approved,East Hannah,2023,7,25
4933,104933,3232,2023-07-25,Online,BestBuy,Clothing,4051.45,Debit Card,Approved,Mayville,2023,7,25
4934,104934,1945,2023-07-25,Online,Apple Store,Clothing,4596.1,Credit Card,Declined,North Andrewmouth,2023,7,25
4942,104942,4305,2023-07-25,Online,Netflix,Entertainment,3961.44,Credit Card,Pending,Nelsonton,2023,7,25
4968,104968,3186,2023-07-27,Online,Netflix,Electronics,3083.6,PayPal,Pending,West Charlotteside,2023,7,27
4979,104979,2295,2023-07-27,Online,Target,Dining,3897.83,UPI,Declined,South Rachelside,2023,7,27
4989,104989,2517,2023-07-27,Online,Target,Groceries,3434.61,Credit Card,Approved,Port Nathan,2023,7,27
5005,105005,2822,2023-07-28,Online,Target,Travel,4111.36,PayPal,Approved,Lake Hector,2023,7,28
5006,105006,1545,2023-07-28,Online,Apple Store,Entertainment,2658.62,PayPal,Approved,South Richardfort,2023,7,28
5014,105014,2216,2023-07-28,Online,Netflix,Entertainment,4655.41,UPI,Approved,Andersonberg,2023,7,28
5024,105024,1016,2023-07-29,Online,Uber,Groceries,3576.43,Credit Card,Approved,Jenniferburgh,2023,7,29
5025,105025,2267,2023-07-29,Online,Apple Store,Electronics,2858.89,Debit Card,Approved,Gonzalezborough,2023,7,29
5056,105056,4458,2023-07-30,Online,BestBuy,Electronics,4171.68,Credit Card,Approved,Shelbyfurt,2023,7,30
5064,105064,4211,2023-07-31,Online,Amazon,Electronics,2587.38,PayPal,Approved,Richardsport,2023,7,31
5068,105068,4375,2023-07-31,Online,Target,Groceries,3163.23,Debit Card,Approved,West Mariobury,2023,7,31
5077,105077,1356,2023-07-31,Online,BestBuy,Entertainment,3222.14,Debit Card,Approved,Lake Zacharymouth,2023,7,31
5079,105079,4498,2023-07-31,Online,Uber,Groceries,2834.24,Credit Card,Approved,West Crystalhaven,2023,7,31
5094,105094,4765,2023-08-01,Online,Apple Store,Dining,3479.79,PayPal,Approved,Lake Susanhaven,2023,8,1
5118,105118,1528,2023-08-02,Online,Apple Store,Travel,2707.11,Debit Card,Approved,West Shannonfurt,2023,8,2
5128,105128,1236,2023-08-02,Online,Target,Entertainment,4611.32,PayPal,Approved,Lake Colleen,2023,8,2
5138,105138,1173,2023-08-03,Online,Target,Groceries,4336.33,PayPal,Approved,West Michael,2023,8,3
5151,105151,4912,2023-08-03,Online,Amazon,Electronics,2637.34,PayPal,Approved,Dyerville,2023,8,3
5170,105170,1910,2023-08-04,Online,Uber,Groceries,2867.21,Debit Card,Approved,Nancyview,2023,8,4
5172,105172,1283,2023-08-04,Online,Walmart,Clothing,4009.47,Debit Card,Approved,Port Todd,2023,8,4
5187,105187,2706,2023-08-05,Online,Netflix,Clothing,4924.01,Debit Card,Approved,South Robertport,2023,8,5
5189,105189,3740,2023-08-05,Online,Netflix,Clothing,3662.39,UPI,Pending,Port Dustinhaven,2023,8,5
5190,105190,1572,2023-08-05,Online,Uber,Dining,4513.95,Debit Card,Approved,Henryland,2023,8,5
5194,105194,3462,2023-08-05,Online,BestBuy,Electronics,4234.62,UPI,Approved,North Anthonyfort,2023,8,5
5197,105197,4818,2023-08-05,Online,Target,Travel,2618.33,Debit Card,Approved,Langshire,2023,8,5
5198,105198,4716,2023-08-05,Online,Uber,Groceries,3845.31,PayPal,Approved,Torresmouth,2023,8,5
5222,105222,1952,2023-08-06,Online,BestBuy,Groceries,4228.18,PayPal,Approved,West Amber,2023,8,6
5226,105226,1589,2023-08-06,Online,Apple Store,Electronics,4864.99,PayPal,Approved,South Ronaldchester,2023,8,6
5228,105228,3170,2023-08-06,Online,BestBuy,Groceries,3328.48,Credit Card,Approved,Haileyside,2023,8,6
5237,105237,4180,2023-08-07,Online,Walmart,Electronics,4062.88,UPI,Approved,Edwardsstad,2023,8,7
5242,105242,1890,2023-08-07,Online,Walmart,Dining,3929.68,Debit Card,Approved,Lake Paulastad,2023,8,7
5249,105249,3242,2023-08-07,Online,BestBuy,Groceries,3153.07,UPI,Approved,Brittanyville,2023,8,7
5264,105264,3858,2023-08-08,Online,Walmart,Electronics,4967.65,Debit Card,Approved,South Deniseborough,2023,8,8
5265,105265,4800,2023-08-08,Online,Target,Entertainment,4840.03,PayPal,Declined,Lauramouth,2023,8,8
5272,105272,3221,2023-08-08,Online,Amazon,Groceries,3598.97,UPI,Approved,South Laura,2023,8,8
5276,105276,4357,2023-08-08,Online,Netflix,Groceries,4063.3,Debit Card,Approved,South Daniel,2023,8,8
5281,105281,2158,2023-08-09,Online,BestBuy,Dining,4599.26,PayPal,Approved,West Jeremy,2023,8,9
5287,105287,3804,2023-08-09,Online,Uber,Clothing,4279.66,Debit Card,Approved,West Johnny,2023,8,9
5292,105292,1785,2023-08-09,Online,Target,Travel,4008.0,PayPal,Approved,Millerland,2023,8,9
5294,105294,1751,2023-08-09,Online,BestBuy,Clothing,3528.06,Debit Card,Approved,Katherineville,2023,8,9
5301,105301,2260,2023-08-09,Online,Netflix,Dining,4588.87,UPI,Approved,Taylormouth,2023,8,9
5302,105302,1755,2023-08-09,Online,Walmart,Clothing,4125.59,Credit Card,Approved,Williamstown,2023,8,9
5306,105306,1360,2023-08-10,Online,Uber,Entertainment,3946.83,Debit Card,Approved,Wrightton,2023,8,10
5309,105309,2919,2023-08-10,Online,Amazon,Electronics,3350.79,PayPal,Approved,Wileyland,2023,8,10
5311,105311,1759,2023-08-10,Online,BestBuy,Travel,3311.33,Credit Card,Approved,Sarahland,2023,8,10
5314,105314,2100,2023-08-10,Online,Walmart,Entertainment,4885.09,Debit Card,Approved,Christinaton,2023,8,10
5318,105318,3289,2023-08-10,Online,Uber,Electronics,3659.87,Credit Card,Approved,New Emily,2023,8,10
5320,105320,3668,2023-08-10,Online,Uber,Dining,2923.71,PayPal,Approved,Raymondmouth,2023,8,10
5326,105326,1662,2023-08-10,Online,Target,Electronics,4020.44,Credit Card,Approved,South Adrianaburgh,2023,8,10
5328,105328,3065,2023-08-11,Online,BestBuy,Dining,3174.42,Debit Card,Approved,South Kim,2023,8,11
5330,105330,1113,2023-08-11,Online,Netflix,Electronics,2748.1,Credit Card,Approved,Rodneyfurt,2023,8,11
5339,105339,1763,2023-08-11,Online,Amazon,Travel,2753.1,PayPal,Approved,West Joseph,2023,8,11
5341,105341,2011,2023-08-11,Online,Apple Store,Dining,4532.78,Credit Card,Approved,Allenland,2023,8,11
5351,105351,3249,2023-08-11,Online,Netflix,Clothing,2823.63,PayPal,Approved,Port Anthonychester,2023,8,11
5379,105379,2989,2023-08-13,Online,Target,Entertainment,2633.66,Credit Card,Approved,Alexanderside,2023,8,13
5381,105381,1227,2023-08-13,Online,Amazon,Electronics,3823.68,Credit Card,Approved,Rogersview,2023,8,13
5395,105395,3551,2023-08-13,Online,Target,Dining,4540.8,Credit Card,Pending,Floresview,2023,8,13
5406,105406,2720,2023-08-14,Online,Walmart,Groceries,2912.36,UPI,Approved,South Jeffreymouth,2023,8,14
