Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,9477.936,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,111697.1892,618.12,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,88243.941,6617.92,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,M,88121.142,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,15291.153,15161.54,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,113698.525,,,N26
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,3834.948,,,13
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,7641.2275,415.84,,21
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,M,62173.454,,,2
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,M,117485.453,,,N26
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,57841.9776,22.38,,16
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,8929.625,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,112267,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,86114.1562,,,23
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,1161.96,,,26
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,8547.3791,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,99289.6743,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,1165.9991,,,N26
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,M,22,,,EX3
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,6218.8784,,,18
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,M,82318.1298,5993.98,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,96321.291,389.1,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,112267,224.27,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,14165.5,,,MD3
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,922.8429,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,84573.729,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,83416.7979,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,98228,,,21
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,M,72224.6391,2659.28,,23
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,112267,18459.46,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,83291.18,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,81981.85,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,862.87,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,68175.94,3142.64,,16
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,81782.595,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,64296.27,11285.58,,16
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,94384.755,13886.93,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,M,7915.95,1236.61,,16
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,81865.395,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,74864.655,,,18
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,823.95,1464.51,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,76934.655,,,23
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,76934.655,,,23
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,M,97333,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267,1656.15,8892.92,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,93833,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,82633,953.49,,23
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,86764.65,,,23
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,145,,,M2
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,79584,1133.53,,23
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,884,,,23
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,84455,1837.55,,23
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,M,8613,,,18
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,88342,,,24
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,6,,,16
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,82633,,,23
HHS,Department of Health and Human Services,HHS 6 Behavioral Health and Crisis Services Division,F,85,,,21
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,175873,,,M2
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,19346.3,,,M1
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,1753.58,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,122842,,457.3,N26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,117424,,513.3,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,117424,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,,N23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,17337.78,,,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,8554.2,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,69442,,,13
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,14314.51,,,M3
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,117424,,198.14,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,188679.9,,,M1
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,78947,,6257.7,16
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,117424,,513.3,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,11879.53,8554.2,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,,N23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,8554.2,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,117424,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,12682,,1668.68,N22
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,117424,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,122842,,984.36,26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,97245.8644,,,21
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,117424,,198.14,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,147916.24,,,M3
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,149986.1,,,M3
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,15882,1336.9,,N32
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,122842,,,26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,82436,,721.35,N17
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,122842,1133.28,584.66,26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,98228,,4658.57,21
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,11859.8966,,,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,222.57,N23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,69442,,4842.27,13
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,122842,197.64,3779.64,26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,122842,197.63,3779.64,26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,122842,,984.36,26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,5421,,2362.7,5
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,148258.2,,,M3
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,117424,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,122842,,,N26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,88278.8626,,,21
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,1345,,,N28
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,16444.351,,,N23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,57987.4172,,,13
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,117424,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,1345,,,N28
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,118579.4389,,,26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,17367,,,N23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,7812.1539,,,18
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,12932.931,,,N23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,117424,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,148378.9,,,M2
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,122842,,,N26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,122842,,,26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,78947,,,16
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,1345,1293.28,,N28
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,13578,,,N24
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,15952.39,,,M3
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,99182.193,,,N23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,17429.23,,,26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,1345,,,N28
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,175873,,,M2
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,1345,,,N28
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,19257.9987,,,26
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,1345,,,N28
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,78227.784,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,11517.9354,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,111268.6479,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,77618.31,,,N23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,6714.94,588.88,,16
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,78525.94,,,16
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,11213.73,,,N25
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,17367,,,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,7339.837,,,16
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,147271.63,,,M3
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,8996.85,,,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,17367,,,23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,142333,,,M3
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,99333,,,N23
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,7154.82,,,16
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,F,69,,,16
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,91193,,,N24
HHS,Department of Health and Human Services,HHS 6 Chief Operating Officer Division,M,98228,,,21
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,117424,,198.14,N25
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,69442,,549.5,13
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8998.4414,,,21
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,98228,,1596.27,N21
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,15294,,,M3
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,78947,,51.5,16
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,122842,,5246.26,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,78947,761.18,,16
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,11834.3335,421.89,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,17367,,597.58,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267,,5332.31,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,122842,,1996.28,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,122842,,1996.28,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,122842,,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,115489.3863,13938.78,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,122842,819.2,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,54811.8634,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267,,1824.42,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,11436.741,,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,122842,3712.17,5246.26,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,53683.5,,3411.5,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,122842,9321.29,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,11973.26,,,M3
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,17367,,8554.2,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8613,5354.78,6836.38,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,69442,459.57,282.79,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,69442,,2111.9,13
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8613,36.7,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,16834.5728,633.85,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,17367,,597.58,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,175873,,,M2
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8613,4172.31,476.4,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8613.43,,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,17367,,597.58,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267,,895.52,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,1434.2137,676.99,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,7787.4534,1478.48,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267,,5332.31,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,16621.1399,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8613,5882.18,476.4,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,13962.13,,,M3
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267.46,3788.59,3448.74,24
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,19685.9638,,,N25
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,17367,,8554.2,23
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,167227.19,,,M2
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,98228,,1596.27,21
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,M,19117.8351,,,N25
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,1953.88,,,N25
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,78947,614.72,296.7,16
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,93181.61,,7429.9,24
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,M,96978.41,,774.8,N23
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,14767,,2287.48,N29
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,78947,,1282.97,16
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,M,14757.29,,,M3
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,53683.5,,2554.74,23
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,M,72476.34,,,18
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,9458.6813,,,N25
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,117424,,,N25
HHS,Department of Health and Human Services,HHS 6 Children Youth and Family Services Division,F,71529.4947,,,18
HHS,Department of Health and Human Services,HHS 6 School Health Services,F,116397.1971,,,N25
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,98228,,4658.57,21
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,98228,,,21
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,78749.17,,,18
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,98228.45,,,21
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,7781.926,,,18
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,M,17367,,,23
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,M,95737.93,,,N23
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,117424,,,N25
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,117424,,,N25
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,18278.688,,,N25
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,98228,,,21
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,M,13821.7464,,,N25
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,1196.1414,,,N25
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,73968.9452,,,21
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,M,76753.29,,,2
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,69195.8922,,,16
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,85172.3558,,,18
HHS,Department of Health and Human Services,HHS 6 Office of Community Affairs Division,F,62843.8168,,,2
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,53683.5,,3946.92,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,8613,,476.4,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,77251.9881,1246.26,,16
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8177,25.24,269.28,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,78947,,1282.97,16
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8613,5214.3,476.4,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,74785.111,,,16
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,122842,,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8613,4528.32,434.84,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267,,1824.42,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,126622.32,,621.29,M3
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,86588.9312,,,2
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,122842,1399.51,1996.28,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,81.4366,,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267,,1824.42,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,69442,,4333.48,13
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,17367,41.73,8554.2,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,122842,,5246.26,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,78947,,3732.58,16
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,119595.469,,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,69442,16.78,3276.15,13
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,122842,11143.81,5246.26,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8613.21,192.36,1399.19,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267,,5332.31,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,53683.5,,4277.1,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8892.9819,3891.21,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,78157.475,,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8613,,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,1119.6461,18.51,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,14989.748,,,N25
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,1331.1568,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,1331.1665,7216.97,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,97534.8994,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,7566.9429,,,16
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,92828.275,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,96938.3115,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,19735.4127,11143.29,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,12234.4157,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,64136.942,,,13
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,88358.44,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,94713.3,925.35,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,78947,,,16
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,68632.258,,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,17581.9484,,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8586.8377,2827.93,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,9479.4213,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,9479.7397,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,76593.589,1.5,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,99593.777,1238.2,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,43844.2899,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,85488.296,38.26,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,8171.97,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,83192.8493,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,81292.6772,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,81488.4323,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,81488.4232,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,85471.7181,13797.68,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,85471.6652,25177,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,85471.6652,415.85,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,85471.6652,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,7514.4625,,,21
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,69442,,,13
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,112267,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,11638.7741,,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,82217.259,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,7459.8493,,,21
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,M,82794.4376,3329.43,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,11859,,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,883.949,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,11625.3188,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,79151.297,77.61,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,91111.4692,12228.75,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,64242.4164,37.64,,16
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,77191.16,161.36,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,898.794,11525.48,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,82217.259,174.87,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,96225.8654,1262.13,,N26
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,99663.3943,,,24
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,9326.9336,2884.94,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,6972.1143,,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,62368.8887,,,18
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,84127.812,472.87,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,7493.9284,4743.55,,23
HHS,Department of Health and Human Services,HHS 6 Child Welfare Services,F,675,,,16
