Voter_ID,Age,Income,Education_Level,Gender,Employment_Status,Marital_Status,Children,Own_House,City_Type,Political_Interest,Voting_History,Internet_Usage_Hours,TV_Watch_Hours,News_Following,Preferred_News_Source,Religious,Environmental_Concern,Trust_in_Government,Party_Vote
431,38,115734,No Formal Education,Female,Student,Widowed,1,Yes,Rural,Low,Never,2,6,Regularly,Newspaper,Yes,High,High,YES
432,53,113511,No Formal Education,Male,Self-employed,Married,3,Yes,Urban,High,Rarely,3,6,Never,Social Media,No,High,Low,YES
433,27,26653,No Formal Education,Other,Self-employed,Single,0,No,Urban,Low,Always,9,4,Occasionally,TV,No,High,Medium,YES
434,41,96941,PhD,Other,Student,Widowed,4,No,Rural,Low,Often,8,7,Occasionally,TV,No,Medium,High,NO
435,81,48662,No Formal Education,Other,Employed,Single,5,Yes,Urban,Medium,Never,3,4,Occasionally,TV,No,High,Low,YES
436,66,113818,Master,Female,Unemployed,Divorced,5,Yes,Suburban,Low,Rarely,2,0,Regularly,Newspaper,Yes,High,Medium,YES
437,53,110081,PhD,Female,Unemployed,Divorced,1,Yes,Rural,Medium,Never,1,8,Occasionally,Newspaper,No,High,Medium,NO
438,41,51877,High School,Male,Employed,Married,3,Yes,Suburban,High,Rarely,4,3,Occasionally,Newspaper,No,Low,Low,NO
439,40,126562,No Formal Education,Female,Student,Divorced,1,Yes,Suburban,Medium,Always,3,1,Never,Newspaper,Yes,Medium,High,YES
440,79,87715,No Formal Education,Female,Unemployed,Single,4,Yes,Rural,High,Never,7,3,Regularly,Internet,No,Low,Medium,YES
441,54,125091,High School,Male,Student,Divorced,3,No,Suburban,Low,Often,6,8,Regularly,Newspaper,No,Medium,Medium,YES
442,29,147632,No Formal Education,Other,Student,Single,3,No,Suburban,High,Often,5,1,Never,Newspaper,No,Medium,Medium,NO
443,72,94148,High School,Other,Self-employed,Married,1,No,Suburban,High,Rarely,1,3,Regularly,Newspaper,No,High,Medium,YES
444,30,98186,PhD,Male,Employed,Married,1,Yes,Rural,Low,Often,2,1,Occasionally,Social Media,Yes,High,High,NO
445,40,138629,Master,Other,Student,Single,0,No,Rural,High,Never,9,4,Occasionally,Social Media,Yes,Low,Low,YES
446,47,85316,High School,Female,Retired,Divorced,4,Yes,Suburban,Low,Always,8,2,Never,Newspaper,Yes,Medium,Low,YES
447,34,43380,Bachelor,Male,Employed,Married,0,Yes,Rural,Medium,Rarely,8,9,Regularly,Internet,Yes,High,Low,NO
448,79,125198,High School,Male,Unemployed,Widowed,5,No,Rural,Low,Never,4,1,Regularly,Social Media,No,High,Medium,YES
449,30,17356,No Formal Education,Male,Self-employed,Married,3,Yes,Suburban,Low,Rarely,2,8,Regularly,TV,No,High,High,YES
450,76,85326,PhD,Other,Unemployed,Divorced,1,Yes,Rural,High,Always,1,4,Never,Social Media,No,High,Low,YES
451,36,107447,PhD,Male,Unemployed,Widowed,3,Yes,Urban,Medium,Rarely,7,9,Occasionally,TV,Yes,Low,High,NO
452,66,129994,High School,Male,Employed,Divorced,3,Yes,Rural,Low,Often,5,4,Never,Social Media,Yes,Low,Low,YES
453,29,35049,Master,Male,Unemployed,Single,2,Yes,Urban,Medium,Often,9,0,Occasionally,Newspaper,Yes,High,Medium,YES
454,78,120361,Bachelor,Other,Student,Widowed,5,Yes,Suburban,Medium,Rarely,6,5,Never,Social Media,No,High,Low,NO
455,36,31082,PhD,Female,Unemployed,Divorced,2,No,Rural,High,Always,0,6,Occasionally,Newspaper,No,High,Medium,NO
456,26,15661,No Formal Education,Male,Self-employed,Widowed,3,Yes,Suburban,Low,Always,0,0,Regularly,Newspaper,Yes,High,Medium,YES
457,88,17920,No Formal Education,Female,Self-employed,Divorced,1,Yes,Suburban,High,Often,9,8,Regularly,Social Media,Yes,High,Low,YES
458,45,94561,Master,Other,Retired,Widowed,3,Yes,Suburban,Low,Always,1,7,Regularly,TV,No,Medium,High,NO
459,69,23946,PhD,Other,Self-employed,Divorced,5,Yes,Suburban,Medium,Rarely,9,7,Never,TV,No,Medium,Medium,YES
460,33,31309,High School,Other,Unemployed,Single,2,No,Suburban,Low,Never,2,6,Never,Social Media,No,Medium,High,YES
461,86,70230,No Formal Education,Other,Self-employed,Widowed,1,No,Rural,Low,Rarely,0,4,Never,Newspaper,Yes,Medium,Low,NO
462,29,126822,Master,Female,Employed,Widowed,3,Yes,Urban,Medium,Often,4,2,Regularly,TV,Yes,High,Medium,YES
463,42,127340,PhD,Male,Self-employed,Widowed,4,Yes,Rural,Medium,Often,2,8,Occasionally,Internet,Yes,Medium,High,YES
464,69,74321,PhD,Other,Student,Widowed,5,Yes,Rural,Low,Often,0,6,Regularly,Newspaper,Yes,Medium,Medium,NO
465,70,147028,PhD,Other,Employed,Single,5,No,Rural,High,Always,7,9,Regularly,Social Media,No,Low,Low,YES
466,40,89131,PhD,Female,Retired,Widowed,4,No,Rural,Low,Rarely,5,9,Occasionally,Newspaper,No,Medium,Medium,YES
467,33,40963,PhD,Female,Student,Married,3,No,Urban,Medium,Never,8,7,Occasionally,Internet,No,Medium,Low,YES
468,74,116757,No Formal Education,Other,Unemployed,Single,5,No,Rural,High,Rarely,2,5,Occasionally,Internet,Yes,High,High,NO
469,56,114259,Master,Male,Unemployed,Married,1,Yes,Suburban,Medium,Never,8,4,Occasionally,TV,No,Medium,Medium,YES
470,70,54063,PhD,Male,Unemployed,Widowed,3,No,Rural,Medium,Rarely,8,7,Regularly,Internet,No,Medium,High,NO
471,59,129225,Bachelor,Other,Student,Divorced,3,No,Rural,High,Often,0,2,Never,Newspaper,No,High,Low,NO
472,75,131400,Bachelor,Female,Student,Married,2,Yes,Urban,Medium,Never,2,6,Regularly,TV,No,Medium,Low,YES
473,56,95818,Master,Other,Student,Widowed,5,Yes,Urban,Medium,Rarely,5,1,Occasionally,Internet,No,High,High,NO
474,31,19703,High School,Other,Employed,Married,5,No,Suburban,Medium,Always,7,2,Never,TV,Yes,Medium,High,YES
475,22,87099,High School,Female,Employed,Widowed,4,No,Rural,Medium,Always,3,1,Never,TV,No,Low,Low,YES
476,52,46585,High School,Other,Unemployed,Widowed,2,No,Rural,Medium,Rarely,4,4,Regularly,Social Media,No,Low,High,YES
477,35,58585,Bachelor,Other,Self-employed,Widowed,2,No,Rural,Medium,Often,8,6,Regularly,TV,Yes,Medium,Low,NO
478,26,41958,High School,Other,Unemployed,Divorced,5,Yes,Suburban,Medium,Never,5,9,Regularly,TV,Yes,Low,High,YES
479,75,41017,No Formal Education,Female,Retired,Married,3,Yes,Urban,Medium,Rarely,6,9,Never,Internet,No,High,Low,YES
480,34,139677,PhD,Male,Employed,Single,2,No,Suburban,Medium,Always,6,0,Never,Newspaper,No,Medium,Low,YES
481,24,44426,Bachelor,Male,Student,Single,4,No,Rural,Low,Never,3,9,Never,Newspaper,No,High,Medium,NO
482,63,32778,Master,Female,Employed,Single,2,No,Urban,Low,Always,3,8,Occasionally,Internet,No,Low,Low,NO
483,30,57229,Master,Male,Student,Single,4,No,Urban,Medium,Always,3,0,Occasionally,Newspaper,Yes,High,Low,YES
484,57,101652,PhD,Other,Retired,Widowed,2,No,Suburban,Low,Rarely,4,0,Regularly,TV,No,Low,Medium,YES
485,59,143267,Bachelor,Male,Retired,Married,4,Yes,Urban,High,Always,4,9,Never,Social Media,Yes,Low,Medium,YES
486,26,141503,High School,Other,Employed,Married,2,Yes,Urban,Low,Never,7,7,Regularly,TV,No,Low,High,YES
487,67,99878,High School,Male,Student,Divorced,2,Yes,Rural,Medium,Often,8,5,Never,TV,No,High,High,NO
488,44,72056,No Formal Education,Female,Retired,Married,1,No,Rural,Medium,Rarely,1,5,Regularly,Social Media,No,Low,Low,NO
489,83,34975,No Formal Education,Male,Unemployed,Married,4,No,Urban,Low,Never,6,8,Occasionally,Internet,Yes,Medium,High,NO
490,22,103397,High School,Male,Unemployed,Married,4,Yes,Urban,Medium,Rarely,0,3,Never,TV,No,Low,High,NO
491,46,48142,Master,Male,Student,Divorced,4,Yes,Suburban,High,Always,0,7,Occasionally,TV,No,Medium,Low,NO
492,54,41916,Master,Female,Employed,Single,0,No,Suburban,High,Always,3,3,Never,Internet,Yes,Medium,Medium,NO
493,55,79324,No Formal Education,Male,Retired,Married,2,Yes,Urban,Medium,Never,9,1,Regularly,TV,No,Medium,Medium,NO
494,25,140932,PhD,Female,Employed,Divorced,4,No,Rural,High,Never,6,7,Never,TV,Yes,Medium,Low,YES
495,82,111059,High School,Other,Unemployed,Divorced,5,No,Urban,High,Often,1,6,Occasionally,Newspaper,No,High,Low,YES
496,34,113317,No Formal Education,Male,Retired,Widowed,0,Yes,Urban,Low,Never,1,3,Never,Internet,Yes,Medium,Low,YES
497,88,50046,No Formal Education,Female,Employed,Divorced,1,Yes,Rural,High,Never,0,8,Regularly,TV,Yes,Low,Low,YES
498,62,116459,High School,Female,Self-employed,Single,4,Yes,Rural,Low,Rarely,9,8,Never,TV,Yes,Medium,Low,YES
499,21,60893,High School,Male,Student,Married,4,No,Suburban,Medium,Always,1,7,Occasionally,Social Media,No,Low,Low,YES
500,53,116520,Master,Other,Student,Divorced,0,No,Suburban,Low,Never,6,0,Regularly,Social Media,Yes,High,High,NO
501,87,140818,PhD,Female,Self-employed,Single,2,Yes,Suburban,Medium,Often,8,6,Occasionally,Social Media,Yes,Medium,High,YES
502,48,76272,PhD,Male,Unemployed,Divorced,5,No,Suburban,Medium,Never,5,4,Never,TV,No,Low,High,NO
503,36,82649,High School,Other,Retired,Divorced,1,No,Rural,Medium,Always,9,6,Occasionally,TV,Yes,High,Medium,YES
504,78,79674,Bachelor,Female,Student,Divorced,4,No,Urban,Medium,Never,1,8,Never,Social Media,No,High,Low,NO
505,71,101475,No Formal Education,Female,Self-employed,Divorced,2,Yes,Suburban,Medium,Rarely,9,1,Regularly,Newspaper,No,Low,Low,NO
506,56,76367,No Formal Education,Other,Self-employed,Divorced,5,No,Suburban,Low,Always,9,3,Occasionally,Newspaper,Yes,Medium,High,YES
507,36,136750,High School,Other,Unemployed,Single,5,Yes,Rural,Medium,Never,8,3,Occasionally,Newspaper,Yes,High,Medium,YES
508,56,133154,Bachelor,Male,Unemployed,Married,1,Yes,Rural,High,Rarely,6,1,Never,Newspaper,No,Low,High,YES
509,84,59738,Master,Male,Employed,Married,3,No,Urban,High,Always,0,2,Occasionally,Internet,Yes,Medium,Low,YES
510,62,48397,High School,Female,Student,Married,5,Yes,Urban,Medium,Never,8,7,Occasionally,Social Media,Yes,High,Low,YES
511,30,97189,High School,Other,Employed,Married,3,No,Rural,High,Rarely,1,8,Regularly,TV,Yes,Low,High,NO
512,75,91367,No Formal Education,Other,Self-employed,Single,5,Yes,Suburban,Low,Often,3,5,Never,Social Media,Yes,High,High,YES
513,37,135585,High School,Other,Retired,Widowed,1,Yes,Suburban,Low,Rarely,8,9,Never,Newspaper,No,High,Low,NO
514,89,91619,High School,Female,Retired,Widowed,0,No,Suburban,Medium,Often,3,1,Regularly,TV,No,Low,High,NO
515,78,126453,High School,Other,Unemployed,Single,1,Yes,Urban,Medium,Never,2,1,Regularly,Internet,Yes,High,Low,NO
516,56,34816,No Formal Education,Other,Retired,Single,1,Yes,Suburban,Medium,Rarely,0,6,Never,Social Media,No,Low,High,YES
517,18,94530,Master,Female,Retired,Divorced,0,Yes,Suburban,High,Often,6,7,Regularly,TV,Yes,Medium,Medium,YES
518,20,123856,Master,Male,Retired,Divorced,0,No,Rural,High,Always,5,7,Regularly,TV,Yes,Low,Low,YES
519,79,86635,High School,Male,Self-employed,Divorced,2,No,Suburban,Low,Rarely,9,5,Regularly,Newspaper,Yes,Medium,Medium,YES
520,80,122803,No Formal Education,Female,Retired,Married,5,Yes,Rural,High,Never,3,9,Never,Newspaper,Yes,High,High,YES
521,42,50946,Master,Other,Retired,Divorced,2,Yes,Suburban,Low,Always,5,7,Regularly,Social Media,No,Low,Medium,YES
522,73,70204,Master,Female,Retired,Widowed,0,Yes,Urban,High,Often,5,0,Occasionally,Internet,Yes,Low,High,NO
523,50,30563,Master,Male,Employed,Married,3,No,Suburban,Low,Rarely,3,8,Occasionally,TV,No,Low,Medium,YES
524,55,107324,No Formal Education,Male,Self-employed,Divorced,3,No,Suburban,Medium,Rarely,5,0,Never,Newspaper,Yes,Low,Medium,NO
525,23,24847,No Formal Education,Female,Unemployed,Married,1,Yes,Rural,High,Never,9,2,Regularly,Social Media,No,Medium,Medium,NO
526,75,41155,High School,Female,Employed,Widowed,4,No,Rural,Low,Always,7,8,Occasionally,Newspaper,No,Medium,Low,YES
527,61,94671,PhD,Male,Student,Divorced,1,No,Rural,High,Rarely,2,4,Never,Social Media,No,High,Medium,YES
528,62,131891,Master,Female,Self-employed,Widowed,1,No,Suburban,Medium,Rarely,3,8,Occasionally,Newspaper,No,High,High,YES
529,49,98310,PhD,Male,Self-employed,Widowed,4,No,Suburban,Low,Always,9,8,Regularly,Internet,Yes,High,High,YES
530,62,146691,No Formal Education,Female,Student,Widowed,5,Yes,Urban,High,Rarely,0,5,Never,TV,No,High,Low,YES
531,78,49707,No Formal Education,Female,Student,Divorced,0,No,Suburban,High,Always,3,0,Occasionally,Newspaper,Yes,Low,Low,YES
532,64,96537,No Formal Education,Female,Student,Single,3,No,Urban,Medium,Always,9,9,Never,TV,No,Medium,High,NO
533,38,106155,PhD,Male,Unemployed,Divorced,1,Yes,Rural,Medium,Always,9,6,Occasionally,Social Media,No,Medium,Medium,NO
534,53,15281,No Formal Education,Female,Retired,Widowed,4,Yes,Rural,Low,Never,8,5,Occasionally,Internet,No,Medium,High,NO
535,36,147130,High School,Male,Self-employed,Divorced,2,No,Rural,High,Always,7,8,Regularly,TV,Yes,Medium,Low,NO
536,37,91260,No Formal Education,Male,Retired,Widowed,1,No,Urban,High,Always,3,6,Regularly,Newspaper,No,High,Low,NO
537,74,79178,Bachelor,Female,Retired,Single,3,Yes,Suburban,Medium,Often,6,3,Occasionally,TV,Yes,Low,High,NO
538,35,48997,PhD,Female,Student,Married,0,Yes,Rural,Medium,Often,9,6,Never,TV,Yes,Medium,Medium,YES
539,64,134273,Bachelor,Male,Unemployed,Single,1,Yes,Suburban,Low,Never,2,1,Never,Social Media,Yes,Low,Medium,YES
540,66,147311,No Formal Education,Male,Employed,Single,1,No,Suburban,High,Always,8,5,Regularly,Internet,No,Low,Low,YES
541,31,141945,High School,Other,Unemployed,Married,5,No,Rural,High,Often,9,5,Occasionally,Internet,No,Low,High,NO
542,32,60272,Master,Male,Retired,Divorced,4,Yes,Urban,Low,Often,3,1,Regularly,TV,No,Low,High,NO
543,48,104393,No Formal Education,Other,Unemployed,Married,2,No,Suburban,Low,Rarely,1,3,Occasionally,TV,No,Medium,Low,NO
544,18,76212,High School,Other,Student,Divorced,2,Yes,Rural,Medium,Always,9,7,Occasionally,Social Media,No,Medium,High,YES
545,71,135030,PhD,Other,Employed,Divorced,0,No,Suburban,Medium,Often,4,7,Regularly,TV,No,Medium,Low,YES
546,20,71503,Bachelor,Female,Student,Widowed,3,Yes,Suburban,Low,Never,1,7,Never,Social Media,No,High,Medium,YES
547,33,21570,Bachelor,Female,Employed,Widowed,0,Yes,Suburban,Low,Rarely,9,7,Regularly,Internet,Yes,Medium,Medium,NO
548,74,83785,Bachelor,Male,Retired,Married,1,No,Suburban,High,Rarely,5,0,Occasionally,Internet,No,High,High,NO
549,29,24110,PhD,Other,Employed,Single,1,No,Suburban,Low,Always,9,1,Regularly,Social Media,Yes,High,Medium,NO
550,33,94141,High School,Female,Employed,Married,2,No,Urban,Low,Always,0,3,Never,TV,Yes,High,Medium,YES
551,89,27115,PhD,Female,Employed,Divorced,3,No,Urban,High,Rarely,5,8,Never,Internet,No,Medium,Low,NO
552,41,54062,Bachelor,Female,Unemployed,Widowed,4,No,Rural,Low,Never,3,2,Occasionally,Newspaper,No,Medium,Low,YES
553,45,37911,No Formal Education,Female,Unemployed,Married,3,No,Urban,Medium,Always,2,5,Regularly,Social Media,Yes,Medium,High,YES
554,25,119061,Master,Female,Retired,Married,1,Yes,Urban,Medium,Always,1,6,Never,Internet,Yes,High,Low,YES
555,53,47556,PhD,Other,Employed,Widowed,4,No,Urban,High,Rarely,6,7,Regularly,Internet,No,High,High,YES
556,25,143335,PhD,Other,Self-employed,Widowed,3,Yes,Suburban,Low,Rarely,8,6,Never,Internet,Yes,Low,High,YES
557,75,16969,High School,Other,Retired,Widowed,3,Yes,Suburban,Medium,Always,2,2,Occasionally,Newspaper,Yes,High,Low,YES
558,77,58753,High School,Other,Employed,Divorced,4,No,Rural,Medium,Often,5,5,Occasionally,Newspaper,Yes,High,Medium,YES
559,67,136863,PhD,Male,Employed,Widowed,1,Yes,Rural,Medium,Always,8,4,Regularly,Newspaper,Yes,Medium,Medium,NO
560,45,25225,Bachelor,Other,Unemployed,Single,3,Yes,Rural,Medium,Often,1,9,Occasionally,TV,No,Low,Medium,YES
561,58,138008,Master,Female,Retired,Married,4,No,Suburban,Low,Rarely,6,3,Never,Social Media,No,Low,Medium,NO
562,81,120823,High School,Other,Employed,Widowed,5,No,Urban,Low,Often,4,0,Occasionally,TV,Yes,Low,High,YES
563,44,28669,Bachelor,Male,Employed,Widowed,5,No,Urban,Low,Never,4,6,Never,Newspaper,Yes,Medium,Medium,YES
564,80,139398,No Formal Education,Female,Retired,Divorced,1,Yes,Suburban,Low,Rarely,6,7,Never,Social Media,Yes,Low,High,YES
565,34,125677,High School,Other,Self-employed,Divorced,4,No,Rural,Medium,Always,8,1,Occasionally,TV,No,Low,Low,NO
566,50,63320,Bachelor,Other,Retired,Married,5,No,Rural,High,Always,3,6,Never,TV,No,Medium,Low,YES
567,46,140354,Bachelor,Other,Retired,Single,4,No,Rural,High,Rarely,8,5,Never,TV,Yes,Low,High,YES
568,30,103009,Master,Female,Self-employed,Married,3,No,Suburban,Medium,Rarely,9,4,Regularly,Newspaper,Yes,High,Medium,NO
569,63,43625,Master,Female,Retired,Widowed,1,Yes,Rural,Medium,Never,8,3,Regularly,Internet,Yes,High,High,NO
570,52,39089,No Formal Education,Male,Employed,Single,5,No,Rural,High,Rarely,3,1,Regularly,Social Media,No,High,Medium,NO
571,23,51487,Bachelor,Female,Retired,Single,3,Yes,Suburban,High,Always,2,9,Occasionally,Newspaper,Yes,High,Medium,NO
572,86,125448,Bachelor,Female,Self-employed,Single,0,No,Urban,Medium,Never,1,5,Regularly,Social Media,Yes,High,High,YES
573,64,65138,Master,Other,Student,Single,0,Yes,Suburban,Medium,Always,8,4,Never,Newspaper,Yes,High,High,YES
574,42,69061,High School,Female,Retired,Married,1,Yes,Suburban,Low,Often,1,1,Occasionally,TV,Yes,High,Medium,NO
575,83,116376,High School,Other,Unemployed,Divorced,5,Yes,Suburban,Low,Rarely,5,9,Occasionally,TV,Yes,High,High,YES
576,27,94134,PhD,Other,Employed,Divorced,5,No,Suburban,High,Often,4,6,Occasionally,Internet,No,High,Medium,NO
577,73,62055,Master,Female,Employed,Widowed,5,Yes,Urban,Medium,Always,4,5,Occasionally,Internet,No,Medium,High,NO
578,47,34508,PhD,Male,Unemployed,Divorced,4,No,Rural,High,Often,3,8,Never,Social Media,No,Medium,Low,NO
579,22,125169,Master,Male,Unemployed,Divorced,3,No,Suburban,Low,Often,5,9,Never,Internet,Yes,High,Medium,YES
580,50,23125,No Formal Education,Female,Retired,Divorced,5,No,Urban,Low,Always,4,4,Regularly,Internet,No,Medium,Low,NO
581,82,51059,Bachelor,Male,Unemployed,Divorced,3,No,Rural,High,Always,3,8,Occasionally,Social Media,Yes,Medium,High,YES
582,35,118409,No Formal Education,Other,Student,Widowed,1,No,Rural,Low,Rarely,8,8,Regularly,Newspaper,No,High,Low,YES
583,66,20704,Master,Other,Self-employed,Married,5,Yes,Rural,Medium,Often,5,0,Never,Internet,No,High,High,YES
584,28,126279,Bachelor,Female,Unemployed,Single,1,No,Suburban,High,Never,9,4,Occasionally,Newspaper,Yes,Medium,Medium,NO
585,43,133516,High School,Male,Unemployed,Divorced,5,Yes,Suburban,Medium,Never,9,8,Never,TV,Yes,High,High,YES
586,80,129044,High School,Male,Student,Married,0,Yes,Rural,Medium,Always,9,6,Regularly,Internet,Yes,High,High,NO
587,76,44165,PhD,Other,Employed,Divorced,2,Yes,Rural,Low,Always,2,5,Never,TV,No,High,Medium,YES
588,44,82203,Master,Female,Employed,Divorced,1,Yes,Rural,Medium,Often,9,5,Occasionally,TV,Yes,High,High,YES
589,66,19114,Master,Male,Retired,Single,5,Yes,Rural,High,Always,5,6,Occasionally,Newspaper,No,Medium,Medium,YES
590,50,51321,High School,Female,Student,Single,2,Yes,Rural,Medium,Never,0,0,Regularly,Social Media,No,Low,High,NO
591,18,88297,No Formal Education,Male,Self-employed,Single,1,Yes,Rural,Medium,Rarely,4,3,Occasionally,Internet,No,Medium,Medium,NO
592,38,111652,Bachelor,Other,Self-employed,Divorced,4,No,Urban,Medium,Rarely,9,0,Never,Newspaper,Yes,Low,Low,NO
593,72,114304,No Formal Education,Other,Student,Divorced,5,Yes,Rural,Medium,Often,5,5,Never,Social Media,Yes,Low,High,NO
594,23,32772,No Formal Education,Female,Self-employed,Divorced,4,No,Suburban,Medium,Rarely,7,3,Never,TV,Yes,Low,High,YES
595,86,118754,High School,Other,Employed,Single,0,Yes,Suburban,Low,Always,8,0,Never,Internet,No,Medium,High,YES
596,22,18712,High School,Male,Self-employed,Widowed,5,Yes,Suburban,High,Always,2,8,Regularly,TV,No,Medium,Medium,NO
597,20,147439,High School,Other,Self-employed,Married,0,Yes,Rural,Low,Always,1,3,Never,TV,Yes,Medium,High,NO
598,70,130142,PhD,Female,Student,Widowed,2,Yes,Suburban,High,Always,3,5,Regularly,Internet,No,Medium,Medium,NO
599,40,106736,No Formal Education,Female,Student,Divorced,1,No,Urban,High,Often,7,6,Never,Social Media,No,Medium,High,NO
600,70,66924,Master,Female,Self-employed,Divorced,3,No,Rural,High,Rarely,7,7,Regularly,Social Media,No,Low,Low,YES
601,54,18726,Bachelor,Male,Unemployed,Widowed,0,No,Suburban,High,Never,2,8,Never,Internet,Yes,Medium,High,NO
602,34,104152,PhD,Male,Student,Divorced,3,Yes,Urban,High,Rarely,3,8,Never,Internet,No,Low,Low,NO
603,18,42723,Master,Male,Retired,Married,3,Yes,Urban,Medium,Always,2,7,Regularly,Newspaper,No,Medium,Medium,YES
604,68,141969,No Formal Education,Male,Retired,Divorced,1,Yes,Suburban,Low,Never,9,9,Occasionally,Newspaper,Yes,Medium,Low,NO
605,62,115494,High School,Male,Employed,Married,2,No,Urban,Low,Often,1,2,Occasionally,TV,Yes,High,High,YES
606,21,50643,No Formal Education,Other,Self-employed,Widowed,1,Yes,Suburban,Medium,Always,3,1,Occasionally,Internet,Yes,Low,High,NO
607,79,118896,Bachelor,Male,Unemployed,Widowed,5,No,Urban,High,Always,5,4,Regularly,Social Media,Yes,Medium,Medium,YES
608,82,108680,PhD,Male,Employed,Divorced,0,No,Rural,Low,Never,4,0,Occasionally,TV,Yes,Medium,High,NO
609,49,111546,PhD,Other,Self-employed,Married,3,Yes,Rural,Medium,Often,2,2,Occasionally,TV,Yes,Medium,High,NO
610,51,94973,Bachelor,Male,Student,Divorced,1,Yes,Rural,Medium,Never,1,0,Regularly,TV,No,High,Medium,NO
611,89,78449,Master,Female,Retired,Single,1,No,Rural,Low,Often,8,2,Occasionally,TV,No,Low,Medium,NO
612,56,124834,Master,Male,Unemployed,Single,1,No,Rural,Low,Always,0,3,Occasionally,Social Media,No,Medium,Low,NO
613,43,40537,PhD,Male,Retired,Single,0,No,Suburban,High,Rarely,8,6,Occasionally,TV,No,Medium,Medium,YES
614,51,92576,PhD,Female,Student,Single,2,Yes,Rural,High,Always,0,4,Regularly,Internet,Yes,Medium,High,NO
615,71,122522,High School,Female,Self-employed,Divorced,1,Yes,Rural,Low,Rarely,6,4,Regularly,Newspaper,No,High,Medium,YES
616,20,37612,Master,Female,Student,Single,0,Yes,Rural,High,Rarely,5,0,Occasionally,Social Media,Yes,Medium,High,YES
617,67,21471,Bachelor,Female,Student,Married,3,Yes,Rural,Medium,Often,6,7,Occasionally,Internet,Yes,Low,Low,YES
618,29,46348,Master,Male,Retired,Widowed,5,Yes,Urban,High,Never,2,3,Regularly,Internet,No,Low,Medium,YES
619,82,16177,High School,Female,Unemployed,Widowed,4,Yes,Rural,High,Often,2,9,Occasionally,Internet,No,Low,High,NO
620,71,47779,PhD,Female,Student,Single,0,No,Rural,Medium,Always,0,4,Regularly,Newspaper,Yes,Low,Medium,NO
621,22,36636,PhD,Other,Retired,Single,4,No,Suburban,High,Never,3,1,Occasionally,Newspaper,Yes,Medium,Medium,NO
622,74,96889,High School,Female,Unemployed,Single,1,No,Urban,Medium,Rarely,1,0,Regularly,Newspaper,Yes,High,Medium,NO
623,34,68551,Bachelor,Female,Self-employed,Divorced,1,Yes,Suburban,High,Rarely,9,8,Never,Internet,Yes,High,Medium,YES
624,64,61819,PhD,Other,Self-employed,Widowed,0,No,Rural,Low,Always,7,1,Never,Newspaper,No,High,Low,YES
625,40,88770,No Formal Education,Other,Employed,Single,4,Yes,Suburban,High,Never,2,5,Regularly,TV,Yes,Medium,High,YES
626,31,93714,PhD,Male,Retired,Married,1,Yes,Suburban,Low,Always,6,0,Never,Newspaper,No,High,Medium,NO
627,83,39596,No Formal Education,Other,Unemployed,Single,3,No,Rural,Low,Always,6,0,Occasionally,Social Media,Yes,Low,High,NO
628,68,79106,High School,Male,Student,Widowed,2,Yes,Urban,Low,Often,8,8,Regularly,Internet,Yes,Medium,Low,NO
629,55,74182,High School,Other,Self-employed,Single,2,No,Urban,Low,Always,5,3,Regularly,Internet,Yes,High,High,NO
630,81,102163,PhD,Other,Unemployed,Widowed,1,No,Suburban,Low,Never,0,8,Occasionally,TV,No,Low,High,YES
631,55,54310,Master,Male,Retired,Single,4,Yes,Rural,Medium,Always,7,4,Occasionally,Newspaper,Yes,Low,Low,NO
632,67,71088,No Formal Education,Other,Employed,Married,5,No,Suburban,Medium,Never,0,6,Regularly,Newspaper,No,Medium,Medium,NO
633,47,143803,Bachelor,Male,Self-employed,Single,1,No,Suburban,Medium,Rarely,2,0,Occasionally,Social Media,No,Medium,High,YES
634,68,51914,PhD,Other,Unemployed,Married,5,No,Suburban,Low,Always,4,5,Regularly,TV,No,High,High,YES
635,80,125350,Bachelor,Female,Unemployed,Married,5,No,Rural,High,Never,7,7,Occasionally,Social Media,Yes,High,Medium,NO
636,69,60379,PhD,Other,Unemployed,Single,4,Yes,Rural,Medium,Rarely,8,0,Regularly,Social Media,No,High,Medium,NO
637,55,61413,Master,Male,Retired,Married,5,No,Urban,High,Never,6,8,Occasionally,Internet,No,Medium,High,YES
638,47,22151,Master,Other,Retired,Divorced,3,No,Rural,High,Rarely,8,2,Occasionally,Internet,Yes,High,Low,NO
639,68,72716,Master,Male,Retired,Single,4,No,Suburban,Low,Often,2,0,Never,Newspaper,Yes,High,Medium,YES
640,22,108747,Master,Male,Student,Single,1,Yes,Suburban,Low,Always,4,0,Never,Newspaper,No,Low,Medium,YES
641,46,136999,High School,Female,Unemployed,Married,3,No,Urban,Low,Always,9,5,Never,Social Media,No,Low,Low,NO
642,21,129793,High School,Female,Self-employed,Married,0,Yes,Rural,Medium,Rarely,7,5,Occasionally,Newspaper,Yes,Low,High,YES
643,27,123177,No Formal Education,Male,Retired,Single,2,No,Suburban,Low,Often,0,0,Regularly,Social Media,No,High,Medium,NO
644,73,27289,Bachelor,Other,Retired,Divorced,1,No,Urban,Medium,Never,7,2,Occasionally,Newspaper,No,Medium,High,NO
645,34,101365,PhD,Male,Unemployed,Married,1,No,Urban,Medium,Often,6,6,Never,Newspaper,No,Low,High,NO
