age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
70,unemployed,single,secondary,no,64072,no,yes,cellular,11,aug,2507,4,53,6,other,yes
59,admin.,married,tertiary,no,97875,no,no,telephone,26,apr,1769,20,-1,0,unknown,yes
81,blue-collar,single,secondary,no,80013,no,no,telephone,17,sep,2277,1,-1,0,unknown,yes
37,entrepreneur,single,primary,no,84920,no,no,cellular,27,nov,2554,14,-1,0,unknown,yes
40,housemaid,single,primary,no,1465,yes,no,cellular,1,may,1734,10,187,8,success,no
84,admin.,married,primary,no,68140,no,yes,cellular,2,dec,2890,13,-1,0,unknown,no
75,technician,single,tertiary,no,44831,no,no,cellular,21,aug,633,16,327,3,other,yes
35,retired,married,tertiary,no,49329,no,no,cellular,29,may,1353,3,-1,0,unknown,yes
62,self-employed,single,tertiary,no,48286,yes,no,cellular,9,may,543,12,-1,0,unknown,no
47,student,married,tertiary,no,10863,yes,no,cellular,9,oct,3410,2,71,4,other,yes
70,services,married,secondary,no,56745,no,no,telephone,6,feb,1303,16,-1,0,unknown,no
55,student,divorced,tertiary,no,94820,no,no,cellular,8,apr,2496,11,-1,0,unknown,yes
46,housemaid,married,secondary,no,24979,no,yes,cellular,10,jul,3565,11,-1,0,unknown,yes
24,unemployed,married,secondary,no,41467,yes,no,cellular,22,jan,1051,5,-1,0,unknown,yes
74,unemployed,married,tertiary,no,16009,yes,no,cellular,5,nov,915,14,238,3,unknown,yes
33,technician,single,tertiary,no,41777,yes,no,cellular,21,jul,3110,1,225,2,failure,no
19,unemployed,married,tertiary,no,25547,no,no,cellular,31,aug,2438,1,187,7,success,yes
46,retired,single,unknown,no,83804,yes,no,cellular,16,nov,1396,1,33,5,success,yes
30,unemployed,single,secondary,no,4680,yes,no,cellular,1,mar,3470,18,-1,0,unknown,no
33,entrepreneur,married,secondary,no,76679,no,no,telephone,21,aug,2299,19,-1,0,unknown,yes
19,entrepreneur,married,primary,no,56019,no,no,cellular,14,jan,1774,4,243,4,other,no
61,management,married,secondary,no,57145,yes,yes,cellular,29,mar,1766,13,258,5,other,no
60,management,married,tertiary,no,78286,yes,no,cellular,17,mar,2882,7,40,10,success,yes
33,unemployed,divorced,tertiary,no,62328,yes,no,cellular,17,jul,3044,16,191,3,success,no
90,housemaid,married,tertiary,no,22726,no,no,telephone,10,jan,2528,4,-1,0,unknown,yes
74,blue-collar,single,tertiary,no,9486,yes,yes,telephone,31,apr,382,9,-1,0,unknown,no
36,retired,single,secondary,no,50829,yes,no,unknown,26,nov,1168,19,-1,0,unknown,yes
29,admin.,single,unknown,no,75314,no,no,cellular,29,jun,237,20,-1,0,unknown,no
78,services,married,secondary,no,66301,no,no,cellular,15,feb,3094,13,-1,0,unknown,yes
77,retired,married,tertiary,no,84564,no,no,cellular,7,dec,878,14,338,6,failure,yes
49,unemployed,married,primary,no,72433,no,no,cellular,24,jul,3279,4,108,6,other,yes
39,retired,married,tertiary,no,32369,no,no,cellular,26,nov,3498,17,122,4,success,no
42,admin.,single,secondary,no,83246,yes,no,cellular,4,sep,2387,8,-1,0,unknown,no
19,unemployed,married,primary,no,13283,yes,yes,cellular,17,mar,2205,9,44,7,success,no
66,admin.,married,secondary,no,45811,no,no,telephone,7,oct,1180,11,-1,0,unknown,yes
73,admin.,married,secondary,no,83503,yes,no,cellular,21,sep,2344,14,-1,0,unknown,no
76,entrepreneur,divorced,primary,no,85175,no,no,cellular,14,aug,3426,4,-1,0,unknown,yes
20,retired,married,secondary,no,76828,yes,yes,cellular,10,jan,1630,8,218,6,failure,yes
85,unemployed,divorced,secondary,no,79166,yes,no,cellular,31,oct,1736,14,-1,0,unknown,yes
21,self-employed,married,tertiary,no,91620,yes,no,cellular,27,apr,919,16,14,10,failure,yes
37,services,married,secondary,no,49302,yes,no,telephone,31,dec,3366,10,-1,0,unknown,yes
74,services,single,tertiary,no,21768,yes,no,cellular,10,nov,513,19,-1,0,unknown,yes
43,housemaid,married,tertiary,no,58360,yes,no,cellular,9,sep,2634,12,-1,0,unknown,yes
87,housemaid,divorced,primary,no,22398,no,no,cellular,7,jan,248,16,-1,0,unknown,no
42,services,married,tertiary,no,10659,no,no,telephone,9,nov,313,15,269,1,failure,yes
69,technician,married,secondary,no,86777,yes,yes,cellular,5,apr,478,2,60,8,success,yes
47,admin.,single,primary,no,10047,no,no,cellular,18,nov,2800,3,-1,0,unknown,yes
39,student,married,tertiary,no,73150,yes,no,cellular,10,mar,1047,12,262,5,success,no
87,technician,single,secondary,no,72368,yes,no,cellular,14,nov,1031,10,-1,0,unknown,yes
79,admin.,divorced,secondary,no,879,yes,no,cellular,23,sep,1798,5,-1,0,unknown,no
58,retired,single,secondary,no,27181,yes,no,cellular,6,sep,104,18,-1,0,unknown,no
57,entrepreneur,single,secondary,no,-1669,yes,no,cellular,12,dec,533,8,276,2,success,yes
52,housemaid,married,secondary,no,6447,no,no,cellular,29,sep,675,1,301,7,failure,no
61,management,married,primary,no,24021,yes,no,cellular,27,mar,1343,11,-1,0,unknown,yes
38,self-employed,married,secondary,no,41258,no,no,cellular,14,sep,2634,5,-1,0,unknown,yes
81,student,married,tertiary,no,87116,no,no,cellular,9,dec,2209,14,179,5,success,no
85,management,single,secondary,no,78191,yes,no,cellular,6,mar,965,18,288,9,other,no
23,technician,single,primary,no,56352,no,no,cellular,11,aug,2079,18,24,1,unknown,yes
19,unemployed,single,primary,no,78715,yes,no,telephone,29,oct,42,6,-1,0,unknown,no
45,technician,married,tertiary,no,4567,no,no,telephone,22,aug,1223,3,-1,0,unknown,yes
65,self-employed,married,primary,no,49164,no,no,cellular,2,sep,1484,3,-1,0,unknown,yes
82,admin.,married,secondary,no,64441,no,no,cellular,6,feb,2782,12,-1,0,unknown,yes
84,housemaid,married,tertiary,no,30217,yes,no,cellular,23,nov,3356,20,-1,0,unknown,yes
25,retired,single,primary,no,29860,yes,no,cellular,25,jun,1807,15,-1,0,unknown,no
57,retired,single,tertiary,no,-572,yes,yes,cellular,9,jun,2297,14,-1,0,unknown,no
77,unemployed,single,secondary,no,18735,yes,no,cellular,24,mar,3443,12,34,5,failure,yes
86,entrepreneur,married,primary,no,19771,no,yes,telephone,6,feb,1391,7,78,6,other,yes
31,management,single,secondary,no,42248,yes,no,telephone,23,dec,1777,8,-1,0,unknown,yes
44,housemaid,divorced,secondary,no,32625,no,no,cellular,31,jun,2162,11,-1,0,unknown,no
49,blue-collar,single,tertiary,no,70133,yes,yes,cellular,20,aug,2975,3,-1,0,unknown,no
86,services,married,primary,no,72243,yes,yes,cellular,2,apr,3350,20,185,7,failure,no
30,student,married,secondary,yes,51520,yes,no,cellular,12,apr,2309,1,253,2,success,yes
28,housemaid,married,primary,no,4073,yes,no,telephone,27,jun,3458,6,333,3,success,yes
67,unemployed,married,tertiary,no,89384,no,yes,telephone,1,jan,1963,9,-1,0,unknown,no
18,blue-collar,married,secondary,no,10645,no,yes,cellular,22,nov,2913,5,-1,0,unknown,yes
61,retired,married,secondary,no,74488,no,no,cellular,18,dec,124,14,-1,0,unknown,no
41,entrepreneur,married,primary,no,25358,no,yes,cellular,13,nov,907,13,257,9,failure,yes
19,entrepreneur,married,tertiary,no,28765,no,no,cellular,23,aug,1764,6,-1,0,unknown,yes
36,student,single,tertiary,no,69638,yes,no,cellular,17,may,732,10,-1,0,unknown,yes
33,entrepreneur,married,unknown,no,6731,no,no,cellular,8,may,1683,4,196,4,success,yes
40,self-employed,divorced,unknown,no,83693,yes,no,cellular,28,jan,2148,17,-1,0,unknown,yes
83,unemployed,married,tertiary,no,66186,yes,no,cellular,17,aug,2531,12,-1,0,unknown,yes
27,technician,single,secondary,no,95240,yes,no,cellular,3,aug,1486,7,-1,0,unknown,yes
59,self-employed,divorced,secondary,no,78301,no,no,telephone,9,dec,976,17,-1,0,unknown,yes
52,unemployed,married,tertiary,no,62849,yes,no,cellular,19,sep,1361,5,290,8,success,yes
43,student,married,tertiary,no,52076,yes,no,unknown,3,may,3567,8,308,8,failure,yes
33,self-employed,married,secondary,no,9110,yes,no,telephone,30,may,2443,9,-1,0,unknown,yes
85,technician,married,secondary,no,69366,no,no,cellular,9,dec,2939,9,-1,0,unknown,yes
36,housemaid,single,primary,no,34485,yes,no,cellular,29,mar,984,12,-1,0,unknown,yes
85,admin.,single,tertiary,no,89352,no,no,unknown,9,jun,2589,16,282,7,success,yes
75,technician,married,unknown,no,35690,yes,yes,cellular,3,may,622,16,143,1,other,no
21,blue-collar,single,secondary,no,21332,yes,no,cellular,3,aug,500,14,-1,0,unknown,yes
39,technician,married,secondary,no,83268,no,no,telephone,21,apr,2274,4,168,8,other,yes
86,housemaid,married,secondary,no,34037,yes,no,cellular,12,jun,2507,9,318,6,success,no
27,self-employed,married,tertiary,no,22221,yes,no,telephone,10,mar,2688,1,-1,0,unknown,yes
30,unemployed,married,tertiary,no,20770,yes,yes,cellular,29,feb,2538,7,-1,0,unknown,yes
52,self-employed,married,tertiary,no,11958,yes,no,telephone,14,aug,3374,9,-1,0,unknown,yes
77,unemployed,married,primary,no,88263,yes,no,telephone,13,mar,3006,5,-1,0,unknown,yes
72,technician,married,secondary,no,89168,no,no,telephone,23,aug,1948,9,325,8,unknown,no
81,unemployed,married,primary,no,6445,no,no,telephone,12,jun,2219,20,-1,0,unknown,no
87,self-employed,single,secondary,no,91396,yes,no,cellular,14,aug,2619,1,55,2,failure,yes
65,technician,married,primary,no,33733,yes,yes,unknown,26,jun,694,11,-1,0,unknown,no
73,blue-collar,married,secondary,no,2845,no,no,telephone,20,aug,3319,13,-1,0,unknown,no
72,services,married,tertiary,no,77974,yes,no,cellular,20,jun,1043,13,-1,0,unknown,yes
21,management,single,secondary,no,2251,no,no,telephone,14,sep,300,16,-1,0,unknown,no
86,student,married,tertiary,no,37196,yes,no,cellular,5,mar,2177,2,-1,0,unknown,no
58,entrepreneur,married,secondary,no,29909,no,no,telephone,3,dec,1598,15,-1,0,unknown,yes
57,technician,married,unknown,no,15874,yes,no,cellular,10,dec,1033,5,121,5,failure,no
21,unemployed,married,secondary,no,94527,yes,no,telephone,25,sep,3077,1,-1,0,unknown,no
75,self-employed,married,primary,no,87417,yes,no,cellular,22,apr,1783,15,-1,0,unknown,yes
77,admin.,single,secondary,no,58601,yes,no,telephone,2,dec,3578,9,94,3,failure,yes
42,management,married,primary,no,98427,yes,yes,telephone,1,oct,84,6,-1,0,unknown,no
34,blue-collar,married,secondary,no,51388,yes,no,telephone,24,apr,652,10,-1,0,unknown,yes
73,retired,married,secondary,no,86462,yes,yes,cellular,7,jan,1809,19,-1,0,unknown,no
86,services,married,secondary,no,21765,no,no,cellular,18,sep,2181,6,-1,0,unknown,yes
57,entrepreneur,single,secondary,no,10460,no,no,telephone,13,dec,3518,16,1,8,success,yes
37,management,married,secondary,no,93432,yes,no,telephone,15,nov,2827,18,54,7,failure,no
73,student,married,tertiary,no,72232,yes,no,cellular,19,mar,693,10,359,2,success,yes
87,blue-collar,married,secondary,no,63709,yes,no,cellular,24,jan,1797,1,-1,0,unknown,no
36,services,single,primary,no,89099,yes,no,telephone,5,jan,2139,9,-1,0,unknown,no
31,blue-collar,married,secondary,no,98481,yes,no,cellular,17,dec,277,4,-1,0,unknown,no
34,management,single,secondary,no,57902,no,yes,unknown,23,mar,1023,20,-1,0,unknown,yes
30,housemaid,married,tertiary,no,38595,no,no,telephone,8,nov,2355,16,-1,0,unknown,yes
25,admin.,married,secondary,no,70430,yes,yes,cellular,29,feb,2883,5,-1,0,unknown,yes
40,self-employed,married,secondary,no,12920,yes,no,cellular,17,jul,3405,19,125,10,unknown,yes
88,unemployed,married,tertiary,no,43316,yes,no,cellular,22,jan,2627,18,-1,0,unknown,yes
63,student,divorced,secondary,no,40963,yes,yes,cellular,18,jan,1240,8,12,7,other,yes
72,unemployed,married,secondary,no,29631,no,no,cellular,1,nov,817,2,345,8,other,yes
33,retired,married,secondary,no,1870,no,no,cellular,15,aug,1255,16,97,3,success,yes
37,management,married,secondary,no,79035,no,no,cellular,13,sep,816,11,4,6,unknown,yes
32,admin.,married,secondary,no,37339,yes,no,cellular,9,feb,2191,3,-1,0,unknown,yes
24,student,married,secondary,no,55459,yes,yes,cellular,31,oct,3245,8,-1,0,unknown,yes
56,entrepreneur,single,secondary,no,99834,yes,no,cellular,22,sep,3316,4,65,5,success,yes
77,entrepreneur,married,secondary,no,21753,no,no,cellular,16,mar,2088,16,-1,0,unknown,yes
88,blue-collar,married,unknown,no,97102,yes,no,telephone,21,apr,1897,1,-1,0,unknown,yes
20,admin.,divorced,secondary,no,78390,yes,no,cellular,4,apr,336,5,-1,0,unknown,yes
69,self-employed,married,secondary,no,695,no,no,cellular,2,feb,675,15,-1,0,unknown,no
74,blue-collar,single,tertiary,no,92096,no,no,cellular,16,jul,1031,4,-1,0,unknown,yes
74,admin.,single,tertiary,no,69359,yes,no,cellular,12,sep,3166,15,-1,0,unknown,yes
21,management,married,secondary,no,97140,yes,no,telephone,3,jan,3435,15,295,2,unknown,yes
85,blue-collar,divorced,secondary,no,9174,no,no,cellular,16,jul,1163,20,-1,0,unknown,yes
63,management,married,primary,no,44584,yes,no,cellular,27,jun,3428,11,-1,0,unknown,yes
65,retired,single,tertiary,no,96508,yes,no,telephone,10,feb,261,6,346,9,failure,no
53,unemployed,married,secondary,no,42104,no,no,telephone,30,dec,3236,14,-1,0,unknown,yes
26,unemployed,married,secondary,no,43102,yes,no,cellular,25,jun,3174,8,-1,0,unknown,yes
79,admin.,married,tertiary,no,652,yes,no,cellular,1,sep,819,10,-1,0,unknown,no
20,student,married,secondary,no,5744,no,no,unknown,18,jun,773,20,-1,0,unknown,yes
52,retired,single,secondary,no,5710,yes,no,telephone,22,jul,2486,6,-1,0,unknown,no
83,unemployed,single,primary,no,17099,yes,no,cellular,5,jun,1051,14,-1,0,unknown,no
79,entrepreneur,married,secondary,no,84749,yes,no,cellular,21,oct,2422,13,51,7,success,yes
18,services,married,secondary,no,68576,yes,no,telephone,24,sep,1685,8,179,4,failure,yes
65,self-employed,married,secondary,no,60125,no,no,telephone,31,dec,969,20,-1,0,unknown,yes
52,self-employed,married,secondary,no,59383,no,no,cellular,2,dec,660,5,243,1,unknown,yes
51,management,single,secondary,no,38538,yes,no,cellular,21,apr,1669,7,208,1,failure,yes
42,self-employed,married,tertiary,no,46971,yes,no,cellular,29,sep,2197,6,210,6,success,no
86,services,married,secondary,no,9365,yes,yes,telephone,10,jul,2209,8,92,9,success,yes
56,admin.,single,tertiary,no,75447,no,no,cellular,14,jun,1149,1,323,1,failure,yes
74,self-employed,married,secondary,no,48425,no,no,cellular,29,jun,1528,11,123,9,other,yes
57,unemployed,divorced,tertiary,no,9289,no,yes,telephone,2,aug,449,17,-1,0,unknown,yes
90,blue-collar,married,secondary,no,19277,no,no,cellular,7,apr,2232,6,-1,0,unknown,yes
81,technician,married,unknown,no,70051,no,no,telephone,14,may,2152,6,341,3,failure,yes
43,self-employed,married,tertiary,no,97083,no,yes,cellular,21,apr,2316,14,-1,0,unknown,yes
67,student,single,secondary,no,95615,no,yes,telephone,20,feb,3498,5,-1,0,unknown,yes
83,technician,married,secondary,no,85809,yes,no,cellular,19,mar,2496,11,354,2,failure,yes
57,retired,married,secondary,no,93301,no,no,cellular,23,jul,1565,19,168,2,success,yes
65,student,single,secondary,no,30455,no,no,telephone,3,nov,1277,7,158,7,failure,yes
48,technician,married,primary,no,88112,no,yes,cellular,22,feb,2561,19,-1,0,unknown,yes
52,student,married,tertiary,no,34225,yes,no,cellular,9,jun,824,7,-1,0,unknown,no
41,services,married,tertiary,no,63136,no,no,telephone,22,mar,3587,3,59,8,failure,yes
42,unemployed,single,secondary,no,52118,no,no,telephone,9,sep,432,8,354,4,other,no
83,services,married,tertiary,no,21964,yes,no,telephone,26,mar,1745,2,-1,0,unknown,no
50,management,single,tertiary,no,30461,yes,no,cellular,28,oct,3521,16,304,8,success,yes
52,blue-collar,married,secondary,no,62835,yes,no,cellular,3,jul,3280,2,-1,0,unknown,yes
28,retired,single,primary,no,21598,no,no,cellular,5,feb,625,2,315,4,failure,yes
23,self-employed,single,primary,no,81631,yes,no,cellular,3,dec,3096,2,-1,0,unknown,no
77,housemaid,married,tertiary,no,96242,no,no,cellular,18,aug,46,16,-1,0,unknown,no
40,services,married,secondary,no,76649,no,no,cellular,13,nov,2837,6,-1,0,unknown,yes
40,student,married,tertiary,no,25510,yes,yes,cellular,22,dec,1056,15,-1,0,unknown,no
62,blue-collar,single,secondary,no,73664,yes,no,cellular,14,mar,238,16,-1,0,unknown,no
20,student,single,tertiary,no,54634,no,no,cellular,10,jul,1860,9,-1,0,unknown,yes
24,admin.,married,tertiary,no,64631,yes,no,telephone,26,jan,2039,10,-1,0,unknown,yes
30,entrepreneur,married,secondary,no,73226,no,no,telephone,27,nov,1491,5,34,6,other,yes
21,admin.,married,primary,no,46221,yes,no,telephone,11,dec,2793,12,242,4,success,yes
37,self-employed,married,tertiary,no,59202,yes,no,cellular,15,sep,2390,16,-1,0,unknown,yes
74,entrepreneur,married,tertiary,no,32791,yes,no,cellular,2,sep,1921,2,-1,0,unknown,no
26,management,single,tertiary,no,53861,no,yes,cellular,16,mar,3408,2,248,10,success,yes
42,entrepreneur,married,tertiary,no,62050,yes,yes,cellular,8,jun,3513,4,167,5,failure,yes
89,housemaid,married,tertiary,no,98167,yes,no,cellular,28,dec,531,7,-1,0,unknown,yes
73,blue-collar,married,secondary,no,62500,no,no,cellular,12,mar,1580,14,-1,0,unknown,yes
47,blue-collar,single,tertiary,no,26954,yes,no,cellular,14,may,1300,1,-1,0,unknown,yes
52,management,married,secondary,no,59077,yes,no,unknown,29,sep,1518,20,293,5,unknown,yes
36,student,married,secondary,no,86070,no,no,cellular,31,jul,3304,18,288,7,other,yes
76,management,married,secondary,no,82241,no,no,cellular,11,dec,1588,11,-1,0,unknown,yes
38,self-employed,single,secondary,no,41261,no,no,cellular,26,dec,1912,16,-1,0,unknown,yes
85,student,single,tertiary,no,3807,yes,no,cellular,1,mar,3459,3,131,6,unknown,no
23,self-employed,married,tertiary,no,95708,yes,no,cellular,20,aug,443,1,-1,0,unknown,yes
19,self-employed,married,tertiary,no,12371,no,no,cellular,23,mar,2217,1,-1,0,unknown,yes
59,blue-collar,single,secondary,no,10387,yes,yes,cellular,9,mar,1653,12,-1,0,unknown,no
24,self-employed,single,secondary,no,29203,no,no,cellular,9,nov,2931,18,-1,0,unknown,yes
78,student,single,tertiary,no,87952,no,no,cellular,2,nov,475,6,-1,0,unknown,yes
81,unemployed,married,secondary,no,77701,yes,no,telephone,13,mar,2374,19,-1,0,unknown,yes
55,entrepreneur,single,unknown,no,85044,no,yes,cellular,25,jan,3075,15,-1,0,unknown,no
71,entrepreneur,married,primary,no,64964,yes,no,cellular,16,jul,2746,7,143,10,unknown,yes
38,student,married,tertiary,no,64527,no,no,cellular,19,feb,723,7,-1,0,unknown,yes
30,entrepreneur,single,secondary,no,69865,yes,yes,telephone,17,nov,980,15,346,4,unknown,no
28,blue-collar,divorced,secondary,no,1735,no,no,telephone,27,oct,2080,19,-1,0,unknown,no
89,student,married,secondary,no,14053,yes,no,cellular,2,feb,1603,3,-1,0,unknown,yes
56,retired,married,primary,no,9576,yes,no,cellular,13,dec,2165,3,-1,0,unknown,yes
89,self-employed,married,secondary,no,54513,yes,no,cellular,31,oct,3234,14,41,3,failure,yes
29,services,married,secondary,yes,99483,yes,no,cellular,13,jan,3402,7,92,4,failure,no
88,technician,single,tertiary,no,94604,yes,no,cellular,4,apr,2135,6,274,4,other,no
28,services,married,tertiary,no,51131,yes,no,telephone,1,nov,3042,13,-1,0,unknown,yes
58,self-employed,married,secondary,no,23828,no,no,cellular,25,sep,2794,11,329,8,failure,yes
23,services,married,secondary,no,82240,no,no,cellular,10,aug,2927,20,-1,0,unknown,yes
71,services,married,secondary,yes,49605,yes,no,cellular,25,jul,3206,15,-1,0,unknown,no
53,blue-collar,married,tertiary,no,21602,yes,no,unknown,16,nov,533,4,226,3,failure,yes
36,retired,married,primary,no,38493,yes,no,cellular,22,jun,883,20,-1,0,unknown,yes
26,management,married,tertiary,no,42471,no,no,cellular,5,dec,1856,14,-1,0,unknown,yes
41,unemployed,divorced,primary,no,74900,no,no,cellular,21,jul,1329,2,119,2,success,yes
25,technician,married,secondary,no,97911,no,no,cellular,26,dec,821,18,-1,0,unknown,no
59,student,single,tertiary,no,63148,yes,no,telephone,22,feb,1521,15,-1,0,unknown,yes
22,entrepreneur,married,unknown,no,78139,no,no,telephone,16,sep,1437,11,-1,0,unknown,yes
44,services,divorced,secondary,no,93107,yes,no,cellular,21,jul,2861,11,-1,0,unknown,yes
63,technician,single,secondary,no,76084,no,no,telephone,13,aug,1442,1,-1,0,unknown,yes
40,retired,single,secondary,no,17467,yes,yes,cellular,27,jan,3033,1,-1,0,unknown,yes
44,services,married,secondary,no,88582,yes,no,cellular,13,oct,1189,11,-1,0,unknown,yes
72,services,divorced,secondary,no,30663,yes,no,cellular,5,oct,1609,11,-1,0,unknown,yes
66,self-employed,married,secondary,no,70038,no,yes,cellular,12,jan,2181,9,-1,0,unknown,yes
80,management,married,secondary,no,54316,no,no,cellular,7,dec,2847,19,166,3,other,yes
18,entrepreneur,married,unknown,no,11870,yes,yes,cellular,17,jan,532,8,-1,0,unknown,yes
27,technician,married,primary,no,51395,yes,yes,cellular,22,aug,2075,4,-1,0,unknown,yes
70,retired,single,tertiary,no,11546,yes,no,cellular,26,oct,1469,5,-1,0,unknown,yes
27,admin.,married,unknown,no,11891,no,yes,cellular,6,jun,622,9,-1,0,unknown,yes
25,technician,married,tertiary,no,78075,yes,no,telephone,2,jan,3093,14,1,6,unknown,yes
64,entrepreneur,married,tertiary,no,22692,no,no,cellular,20,jul,211,20,238,4,unknown,no
43,unemployed,single,tertiary,no,20522,yes,no,telephone,19,mar,3315,7,-1,0,unknown,yes
24,student,married,secondary,no,44933,no,no,telephone,10,may,1826,15,-1,0,unknown,yes
25,management,single,unknown,no,20830,no,no,unknown,29,dec,1720,19,285,10,other,yes
21,blue-collar,married,secondary,no,-551,no,no,telephone,19,jan,700,9,139,4,failure,no
76,technician,married,secondary,no,36847,yes,no,telephone,31,oct,2480,9,315,7,success,yes
44,retired,married,tertiary,no,56973,yes,no,cellular,18,aug,1485,1,-1,0,unknown,yes
89,student,single,tertiary,no,82758,yes,no,telephone,18,oct,1181,13,-1,0,unknown,yes
19,management,married,secondary,no,63154,yes,no,cellular,16,jul,1942,9,-1,0,unknown,yes
41,blue-collar,married,secondary,no,28883,no,no,cellular,31,jun,1042,19,-1,0,unknown,yes
84,student,married,tertiary,no,95643,yes,no,cellular,3,may,319,8,279,4,failure,yes
74,housemaid,married,tertiary,no,78532,no,no,cellular,30,feb,2529,10,313,6,failure,yes
76,housemaid,single,secondary,no,78947,no,no,telephone,27,sep,3442,11,48,7,unknown,no
76,entrepreneur,married,secondary,no,41286,yes,no,cellular,25,sep,3527,4,-1,0,unknown,no
55,unemployed,married,tertiary,no,74029,no,no,telephone,12,mar,2287,20,-1,0,unknown,yes
69,retired,single,secondary,no,50264,yes,no,telephone,9,apr,1651,1,-1,0,unknown,yes
32,housemaid,married,secondary,no,56917,yes,no,telephone,14,sep,1126,7,-1,0,unknown,no
31,admin.,married,secondary,no,46862,yes,no,cellular,7,nov,2412,16,54,9,success,no
71,student,married,tertiary,no,68785,no,yes,cellular,1,jul,3118,17,-1,0,unknown,yes
53,services,single,tertiary,no,5346,no,no,cellular,21,aug,2483,11,23,9,failure,yes
71,self-employed,single,secondary,no,2074,yes,no,cellular,3,jan,3063,16,329,4,other,no
46,services,single,secondary,no,76497,yes,no,cellular,28,jun,1841,13,72,4,unknown,yes
42,technician,married,secondary,no,11958,no,no,cellular,23,may,2498,4,-1,0,unknown,yes
66,services,married,secondary,no,50313,yes,no,telephone,7,oct,1885,11,-1,0,unknown,no
88,unemployed,married,secondary,no,40572,yes,no,telephone,12,jun,2296,17,-1,0,unknown,yes
22,services,single,primary,no,84363,yes,no,cellular,30,feb,604,19,-1,0,unknown,yes
75,blue-collar,single,tertiary,no,51173,no,no,cellular,13,feb,195,10,46,4,success,yes
66,admin.,single,unknown,no,35871,yes,no,cellular,22,may,2358,19,55,4,unknown,yes
32,admin.,divorced,primary,no,42265,yes,no,telephone,26,jun,941,2,-1,0,unknown,yes
67,management,single,tertiary,no,66187,yes,no,telephone,30,jul,2174,10,253,8,success,no
58,blue-collar,married,tertiary,no,72840,yes,yes,cellular,17,feb,2581,2,57,2,failure,yes
90,retired,married,tertiary,no,23803,yes,no,cellular,25,jan,2581,16,132,3,other,no
66,unemployed,married,tertiary,no,-1037,yes,no,telephone,10,jan,2902,14,-1,0,unknown,no
83,unemployed,married,tertiary,no,76904,no,no,cellular,6,dec,3444,10,-1,0,unknown,yes
70,student,married,unknown,no,74406,yes,no,telephone,9,jun,2912,20,359,10,unknown,no
36,retired,divorced,primary,no,50415,yes,no,cellular,13,jun,100,9,-1,0,unknown,no
84,retired,single,tertiary,no,66322,no,no,cellular,14,nov,2409,11,-1,0,unknown,yes
28,retired,single,primary,no,69535,yes,no,cellular,23,jan,1005,18,-1,0,unknown,no
62,retired,single,tertiary,no,16025,no,no,cellular,28,mar,1607,11,34,7,unknown,yes
81,housemaid,divorced,primary,no,48574,yes,yes,telephone,1,dec,3479,4,-1,0,unknown,no
85,retired,single,primary,no,91593,yes,no,cellular,21,aug,65,7,-1,0,unknown,no
72,entrepreneur,single,primary,no,20574,yes,no,telephone,5,oct,809,9,-1,0,unknown,yes
74,technician,married,tertiary,no,94694,no,yes,cellular,5,jun,1350,17,-1,0,unknown,yes
83,management,married,secondary,no,19556,yes,no,unknown,24,aug,3571,7,124,8,unknown,yes
28,blue-collar,single,secondary,no,35644,no,no,cellular,13,mar,3033,13,-1,0,unknown,yes
60,unemployed,single,secondary,no,89725,no,no,cellular,4,jan,3512,8,-1,0,unknown,yes
44,student,single,secondary,no,59273,yes,no,cellular,22,jul,2716,1,-1,0,unknown,yes
88,housemaid,married,secondary,no,26098,yes,no,telephone,2,apr,1230,6,-1,0,unknown,yes
85,unemployed,married,secondary,no,34701,yes,no,cellular,31,mar,2159,12,-1,0,unknown,yes
61,housemaid,married,tertiary,no,84801,no,yes,cellular,12,jul,2470,16,-1,0,unknown,no
79,admin.,married,primary,no,32884,no,no,cellular,8,may,1096,2,-1,0,unknown,yes
22,entrepreneur,divorced,tertiary,no,55957,yes,no,cellular,19,sep,476,11,-1,0,unknown,yes
33,housemaid,married,secondary,no,51858,yes,no,telephone,8,aug,2202,19,-1,0,unknown,yes
68,retired,single,secondary,no,96206,yes,no,cellular,24,nov,656,7,-1,0,unknown,no
37,unemployed,married,tertiary,no,73167,yes,no,telephone,25,jan,2704,4,-1,0,unknown,yes
20,admin.,single,secondary,no,26244,no,no,telephone,27,may,1577,13,-1,0,unknown,no
62,management,single,primary,no,25094,no,no,cellular,25,jun,2605,16,-1,0,unknown,no
49,student,divorced,secondary,no,64519,yes,no,cellular,6,sep,2040,15,-1,0,unknown,no
77,admin.,married,secondary,no,47941,yes,no,cellular,16,jun,3059,20,31,7,failure,yes
21,retired,married,primary,no,70440,no,no,telephone,3,nov,1391,2,-1,0,unknown,yes
79,technician,married,secondary,no,39214,yes,yes,cellular,1,dec,1833,3,-1,0,unknown,yes
84,management,married,primary,no,72400,yes,no,cellular,5,feb,364,3,-1,0,unknown,yes
72,admin.,divorced,tertiary,no,94803,yes,no,cellular,3,dec,2635,10,-1,0,unknown,yes
71,student,single,secondary,no,31241,no,no,cellular,5,jan,918,5,-1,0,unknown,yes
72,services,married,secondary,no,30943,no,no,cellular,29,oct,2662,11,-1,0,unknown,yes
